DIP-45850N|refseq:NP_002618|uniprotkb:Q01813,DIP-45850N|refseq:NP_002618|uniprotkb:Q01813,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-81569E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),['Cytoplasm'],['Cytoplasm']
DIP-31349N|uniprotkb:Q99836,DIP-31351N|uniprotkb:Q9NWZ3,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-82398E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),['Cytoplasm'],['Cytoplasm']
DIP-24249N|uniprotkb:P51532,DIP-27550N|uniprotkb:Q12824,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-82729E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-31451N|uniprotkb:Q9NVC6,DIP-31457N|refseq:NP_115662|uniprotkb:Q9BTT4,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-82747E,dip-quality-status:core,dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-33218N|refseq:NP_055555|uniprotkb:P38919,DIP-31143N|uniprotkb:Q9BZI7,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-82757E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),"['Cytoplasm', 'Nucleus']","['Cytoplasm', 'Nucleus']"
DIP-286N|refseq:NP_003815|uniprotkb:Q13158,DIP-6230N|refseq:NP_003801|uniprotkb:P50591,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-83082E,dip-quality-status:core,dip:0004(small scale),,
DIP-29221N|refseq:NP_005924|uniprotkb:Q03164,DIP-29222N|uniprotkb:Q9UBL3,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-83296E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-29221N|refseq:NP_005924|uniprotkb:Q03164,DIP-24236N|uniprotkb:O00255,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association),DIP-83297E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-34052N|refseq:NP_005643|uniprotkb:Q15554,DIP-29611N|refseq:NP_001075955|uniprotkb:Q96AP0,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-83357E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-27515N|uniprotkb:Q9Y4K3,DIP-27525N|uniprotkb:Q9NYJ8,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-83359E,dip-quality-status:core,dip:0004(small scale),"['Cytoplasm', 'Nucleus']",['Cytoplasm']
DIP-2895N|refseq:NP_000585|uniprotkb:P01375,DIP-6223N|refseq:NP_066961|uniprotkb:Q12933,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-83378E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale),,['Cytoplasm']
DIP-433N|refseq:NP_003795|uniprotkb:Q13546,DIP-2895N|refseq:NP_000585|uniprotkb:P01375,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-83379E,dip-quality-status:core,dip:0004(small scale),['Cytoplasm'],
DIP-2895N|refseq:NP_000585|uniprotkb:P01375,DIP-285N|refseq:NP_003780|uniprotkb:Q15628,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-83380E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale),,"['Cytoplasm', 'Nucleus']"
DIP-2997N|refseq:NP_000630|uniprotkb:P48023,DIP-924N|uniprotkb:P25445,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-83382E,dip-quality-status:core,dip:0002(small scale)|dip:0004(small scale),"['Cytoplasm', 'Nucleus']",
DIP-31176N|refseq:NP_055860|uniprotkb:Q7Z5K2,DIP-29201N|refseq:NP_006256|uniprotkb:O60216,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-83730E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale),"['Cytoplasm', 'Nucleus']",['Nucleus']
DIP-29201N|refseq:NP_006256|uniprotkb:O60216,DIP-35421N|uniprotkb:Q8WVM7,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-83735E,dip-quality-status:core,dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-30911N|refseq:NP_006297|uniprotkb:Q14683,DIP-35420N|refseq:NP_055847|uniprotkb:Q9NTI5,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-83740E,dip-quality-status:core,dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-30911N|refseq:NP_006297|uniprotkb:Q14683,DIP-31176N|refseq:NP_055860|uniprotkb:Q7Z5K2,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-83733E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),['Nucleus'],"['Cytoplasm', 'Nucleus']"
DIP-34868N|refseq:NP_061848|uniprotkb:Q9NYB0,DIP-34052N|refseq:NP_005643|uniprotkb:Q15554,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-83539E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),"['Cytoplasm', 'Nucleus']",['Nucleus']
DIP-31143N|uniprotkb:Q9BZI7,DIP-29875N|refseq:NP_002902|uniprotkb:Q92900,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-83563E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),"['Cytoplasm', 'Nucleus']","['Cytoplasm', 'Nucleus']"
DIP-29222N|uniprotkb:Q9UBL3,DIP-37875N|uniprotkb:O14686,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-84091E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-29224N|refseq:NP_005048|uniprotkb:Q15291,DIP-29222N|uniprotkb:Q9UBL3,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-84094E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-36422N|refseq:NP_001247|uniprotkb:P30260,DIP-24203N|refseq:NP_001202|uniprotkb:O60566,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-84525E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale),['Nucleus'],"['Cytoplasm', 'Nucleus']"
DIP-31456N|refseq:NP_005457|uniprotkb:O75586,DIP-331N|uniprotkb:P36956,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-84814E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale),['Nucleus'],"['Cytoplasm', 'Nucleus', 'Endoplasmic reticulum', 'Golgi apparatus']"
DIP-331N|uniprotkb:P36956,DIP-24212N|refseq:NP_004765|uniprotkb:Q15648,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-84815E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale),"['Cytoplasm', 'Nucleus', 'Endoplasmic reticulum', 'Golgi apparatus']",['Nucleus']
DIP-29570N|refseq:NP_009039|uniprotkb:Q15370,DIP-29571N|refseq:NP_005639|uniprotkb:Q15369,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-85504E,dip-quality-status:core,dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-31457N|refseq:NP_115662|uniprotkb:Q9BTT4,DIP-31462N|refseq:NP_055630|uniprotkb:O75448,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-85681E,dip-quality-status:core,dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-31457N|refseq:NP_115662|uniprotkb:Q9BTT4,DIP-31449N|refseq:NP_004266|uniprotkb:Q9H944,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-85687E,dip-quality-status:core,dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-31464N|refseq:NP_004822|uniprotkb:O95402,DIP-31457N|refseq:NP_115662|uniprotkb:Q9BTT4,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-85697E,dip-quality-status:core,dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-31457N|refseq:NP_115662|uniprotkb:Q9BTT4,DIP-32920N|refseq:NP_005181|uniprotkb:P24863,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-85707E,dip-quality-status:core,dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-31464N|refseq:NP_004822|uniprotkb:O95402,DIP-24212N|refseq:NP_004765|uniprotkb:Q15648,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-85897E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-35680N|uniprotkb:Q86XK2,DIP-17014N|refseq:NP_055063|uniprotkb:P62877,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-86193E,dip-quality-status:core,dip:0004(small scale),['Nucleus'],"['Cytoplasm', 'Nucleus']"
DIP-17013N|refseq:NP_003583|uniprotkb:Q13616,DIP-35680N|uniprotkb:Q86XK2,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-86194E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),,['Nucleus']
DIP-430N|refseq:NP_001914|uniprotkb:Q16531,DIP-31609N|uniprotkb:Q13620,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-86241E,dip-quality-status:core,dip:0004(small scale),"['Cytoplasm', 'Nucleus']",['Nucleus']
DIP-39482N|refseq:NP_065812|uniprotkb:Q8N122,DIP-790N|refseq:NP_004949|uniprotkb:P42345,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-86453E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),['Cytoplasm'],"['Cytoplasm', 'Nucleus', 'Mitochondrion', 'Endoplasmic reticulum', 'Golgi apparatus']"
DIP-790N|refseq:NP_004949|uniprotkb:P42345,DIP-39481N|refseq:NP_071767|uniprotkb:Q9BVC4,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-86451E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),"['Cytoplasm', 'Nucleus', 'Mitochondrion', 'Endoplasmic reticulum', 'Golgi apparatus']",['Cytoplasm']
DIP-29211N|refseq:NP_005493|uniprotkb:O95477,DIP-711N|uniprotkb:P46939,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-86305E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale),,['Cytoplasm']
DIP-32957N|refseq:NP_037498|uniprotkb:Q9UJX6,DIP-36422N|refseq:NP_001247|uniprotkb:P30260,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-87337E,dip-quality-status:core,dip:0004(small scale),,['Nucleus']
DIP-36477N|refseq:NP_068749|uniprotkb:Q6NUQ1,DIP-36471N|refseq:NP_004715|uniprotkb:O43264,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-87346E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),"['Cytoplasm', 'Endoplasmic reticulum']","['Cytoplasm', 'Endoplasmic reticulum']"
DIP-36471N|refseq:NP_004715|uniprotkb:O43264,DIP-36478N|refseq:NP_060445|uniprotkb:Q9H900,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-87347E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),"['Cytoplasm', 'Endoplasmic reticulum']",
DIP-36479N|refseq:NP_055523|uniprotkb:P50748,DIP-36471N|refseq:NP_004715|uniprotkb:O43264,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-87349E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale),"['Cytoplasm', 'Nucleus']","['Cytoplasm', 'Endoplasmic reticulum']"
DIP-46107N|refseq:NP_001008410|uniprotkb:Q658P3-1,DIP-46107N|refseq:NP_001008410|uniprotkb:Q658P3-1,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-87885E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale),,
DIP-6055N|refseq:NP_004039|uniprotkb:P61769,DIP-6055N|refseq:NP_004039|uniprotkb:P61769,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0195(covalent binding)|MI:0407(direct interaction),DIP-87949E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),,
DIP-32585N|refseq:NP_000542|uniprotkb:P40337,DIP-29571N|refseq:NP_005639|uniprotkb:Q15369,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-87586E,dip-quality-status:core,dip:0004(small scale),"['Cytoplasm', 'Nucleus']",['Nucleus']
DIP-32585N|refseq:NP_000542|uniprotkb:P40337,DIP-29570N|refseq:NP_009039|uniprotkb:Q15370,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-87587E,dip-quality-status:core,dip:0004(small scale),"['Cytoplasm', 'Nucleus']",['Nucleus']
DIP-42031N|refseq:NP_067081|uniprotkb:Q8N6P7,DIP-46035N|refseq:NP_065386|uniprotkb:Q9GZX6,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-87775E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),,
DIP-46035N|refseq:NP_065386|uniprotkb:Q9GZX6,DIP-46036N|refseq:NP_851826|uniprotkb:Q969J5-2,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-87776E,dip-quality-status:core,dip:0004(small scale),,
DIP-29201N|refseq:NP_006256|uniprotkb:O60216,DIP-46079N|uniprotkb:Q14674,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-87842E,dip-quality-status:core,dip:0004(small scale),['Nucleus'],"['Cytoplasm', 'Nucleus']"
DIP-46086N|refseq:NP_004580|uniprotkb:O75880,DIP-46087N|refseq:NP_005685|uniprotkb:Q14061,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-87850E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale),['Mitochondrion'],['Mitochondrion']
DIP-29667N|refseq:NP_000543|uniprotkb:P04275,DIP-29774N|refseq:NP_000123|uniprotkb:P00451,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-87884E,dip-quality-status:core,dip:0004(small scale),,
DIP-558N|refseq:NP_002600|uniprotkb:P09619,DIP-558N|refseq:NP_002600|uniprotkb:P09619,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-87888E,dip-quality-status:core,dip:0004(small scale),['Cytoplasm'],['Cytoplasm']
DIP-46112N|refseq:NP_001035196|uniprotkb:Q96D96,DIP-46112N|refseq:NP_001035196|uniprotkb:Q96D96,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-87901E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale),,
DIP-41998N|refseq:NP_071445|uniprotkb:Q9HC29,DIP-38407N|uniprotkb:Q9C000,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-87908E,dip-quality-status:core,dip:0004(small scale),['Cytoplasm'],"['Cytoplasm', 'Nucleus']"
DIP-29589N|uniprotkb:Q13936,DIP-46117N|refseq:NP_963890|uniprotkb:Q08289-1,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-87913E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),,
DIP-40821N|refseq:NP_002653|uniprotkb:Q13393,DIP-42816N|refseq:NP_005605|uniprotkb:Q15382,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-87921E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale),"['Cytoplasm', 'Endoplasmic reticulum', 'Golgi apparatus']","['Cytoplasm', 'Endoplasmic reticulum', 'Golgi apparatus']"
DIP-40821N|refseq:NP_002653|uniprotkb:Q13393,DIP-38247N|refseq:NP_004577|uniprotkb:P51812,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-87922E,dip-quality-status:core,dip:0004(small scale),"['Cytoplasm', 'Endoplasmic reticulum', 'Golgi apparatus']","['Cytoplasm', 'Nucleus']"
DIP-6115N|refseq:NP_000497|uniprotkb:P00734,DIP-29774N|refseq:NP_000123|uniprotkb:P00451,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-87882E,dip-quality-status:core,dip:0004(small scale),,
DIP-46126N|refseq:NP_000336|uniprotkb:P37840-1,DIP-46126N|refseq:NP_000336|uniprotkb:P37840-1,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-87938E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),,
DIP-33171N|refseq:NP_003079|uniprotkb:Q16658,DIP-46151N|uniprotkb:Q9HD67,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-87974E,dip-quality-status:core,dip:0004(small scale),['Cytoplasm'],['Cytoplasm']
DIP-31134N|refseq:NP_037373|uniprotkb:Q9Y613,DIP-31134N|refseq:NP_037373|uniprotkb:Q9Y613,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-87778E,dip-quality-status:core,dip:0004(small scale),['Cytoplasm'],['Cytoplasm']
DIP-29774N|refseq:NP_000123|uniprotkb:P00451,DIP-36050N|uniprotkb:Q76LX8,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-87883E,dip-quality-status:core,dip:0004(small scale),,
DIP-32709N|refseq:NP_003202|uniprotkb:Q13569,DIP-32709N|refseq:NP_003202|uniprotkb:Q13569,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-87957E,dip-quality-status:core,dip:0004(small scale),['Nucleus'],['Nucleus']
DIP-46289N|refseq:NP_116179|uniprotkb:Q96D31,DIP-46289N|refseq:NP_116179|uniprotkb:Q96D31,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-88218E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),,
DIP-36336N|refseq:NP_056146|uniprotkb:Q92542,DIP-46249N|refseq:NP_620711|uniprotkb:Q8NFT8,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-88265E,dip-quality-status:core,dip:0004(small scale),['Cytoplasm'],
DIP-46197N|uniprotkb:Q6PL18,DIP-5965N|uniprotkb:P03372,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0915(physical association),DIP-88034E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale),['Nucleus'],"['Cytoplasm', 'Nucleus', 'Golgi apparatus']"
DIP-46197N|uniprotkb:Q6PL18,DIP-30876N|uniprotkb:Q9Y6Q9,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-88035E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale),['Nucleus'],"['Cytoplasm', 'Nucleus']"
DIP-33068N|uniprotkb:O14965,DIP-31607N|uniprotkb:Q9Y297,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-88057E,dip-quality-status:core,dip:0004(small scale),['Cytoplasm'],"['Cytoplasm', 'Nucleus']"
DIP-33068N|uniprotkb:O14965,DIP-27527N|refseq:NP_001547|uniprotkb:O14920,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0915(physical association),DIP-88058E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale),['Cytoplasm'],"['Cytoplasm', 'Nucleus']"
DIP-33217N|refseq:NP_037364|uniprotkb:O75340,DIP-33217N|refseq:NP_037364|uniprotkb:O75340,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-88147E,dip-quality-status:core,dip:0004(small scale),"['Cytoplasm', 'Nucleus', 'Endoplasmic reticulum']","['Cytoplasm', 'Nucleus', 'Endoplasmic reticulum']"
DIP-30997N|refseq:NP_057308|uniprotkb:Q9Y5X1,DIP-30997N|refseq:NP_057308|uniprotkb:Q9Y5X1,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-88149E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale),"['Cytoplasm', 'Golgi apparatus']","['Cytoplasm', 'Golgi apparatus']"
