ID_interactor_A,ID_interactor_B,Taxid_interactor_A,Taxid_interactor_B,Interaction_type(s),Interaction_identifier(s),Confidence_value(s),Processing_Status
DIP-29191N|refseq:NP_074052|uniprotkb:Q62768,DIP-29191N|refseq:NP_074052|uniprotkb:Q62768,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57207E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-29192N|refseq:NP_446397|uniprotkb:Q9JIS1,DIP-29191N|refseq:NP_074052|uniprotkb:Q62768,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57208E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-29205N|refseq:NP_112253|uniprotkb:P60881,DIP-29202N|uniprotkb:O16000,taxid:10116(Rattus norvegicus),taxid:6239(Caenorhabditis elegans),MI:0915(physical association),DIP-57224E,dip-quality-status:core,dip:0002(small scale)
DIP-29245N|refseq:NP_113927|uniprotkb:Q62897,DIP-29246N|uniprotkb:Q9NZI2,taxid:10116(Rattus norvegicus),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57269E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-29257N|uniprotkb:P22756,DIP-29257N|uniprotkb:P22756,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-57283E,dip-quality-status:core,dip:0002(small scale)
DIP-29256N|refseq:NP_062182|uniprotkb:P42260,DIP-29256N|refseq:NP_062182|uniprotkb:P42260,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57284E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-29265N|refseq:NP_112257|uniprotkb:P34926,DIP-29264N|refseq:NP_062567|uniprotkb:P31016,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57291E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-5720N|uniprotkb:Q16620,DIP-29351N|refseq:NP_543161|uniprotkb:Q03114,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57408E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-5717N|refseq:NP_036863|uniprotkb:Q63604,DIP-29351N|refseq:NP_543161|uniprotkb:Q03114,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-57410E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-5718N|uniprotkb:Q03351,DIP-29351N|refseq:NP_543161|uniprotkb:Q03114,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction)|MI:0915(physical association),DIP-57411E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29400N|refseq:NP_077381,DIP-29400N|refseq:NP_077381,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-58773E,dip-quality-status:core,dip:0002(small scale)
DIP-29351N|refseq:NP_543161|uniprotkb:Q03114,DIP-29352N|refseq:NP_446343|uniprotkb:P61810,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association)|MI:0915(physical association),DIP-58913E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29351N|refseq:NP_543161|uniprotkb:Q03114,DIP-5716N|refseq:NP_067600|uniprotkb:P35739,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-58916E,dip-quality-status:core,dip:0002(small scale)
DIP-5717N|refseq:NP_036863|uniprotkb:Q63604,DIP-29352N|refseq:NP_446343|uniprotkb:P61810,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-58917E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-29352N|refseq:NP_446343|uniprotkb:P61810,DIP-5716N|refseq:NP_067600|uniprotkb:P35739,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-58919E,dip-quality-status:core,dip:0002(small scale)
DIP-29352N|refseq:NP_446343|uniprotkb:P61810,DIP-5718N|uniprotkb:Q03351,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-58920E,dip-quality-status:core,dip:0002(small scale)
DIP-29529N|uniprotkb:P37230,DIP-29528N|uniprotkb:P62161,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-58952E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29532N|refseq:NP_073206|uniprotkb:Q62667,DIP-29532N|refseq:NP_073206|uniprotkb:Q62667,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-58955E,dip-quality-status:core,dip:0002(small scale)
DIP-29589N|uniprotkb:Q13936,DIP-29590N|refseq:NP_446303|uniprotkb:Q8VGC3,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-59072E,dip-quality-status:core,dip:0002(small scale)
DIP-29590N|refseq:NP_446303|uniprotkb:Q8VGC3,DIP-29591N|uniprotkb:P27884,taxid:10116(Rattus norvegicus),taxid:9986(Oryctolagus cuniculus),MI:0407(direct interaction),DIP-59073E,dip-quality-status:core,dip:0002(small scale)
DIP-29590N|refseq:NP_446303|uniprotkb:Q8VGC3,DIP-29592N|refseq:NP_001075660|uniprotkb:Q05152,taxid:10116(Rattus norvegicus),taxid:9986(Oryctolagus cuniculus),MI:0407(direct interaction),DIP-59074E,dip-quality-status:core,dip:0002(small scale)
DIP-29638N|uniprotkb:P54282,DIP-29639N|refseq:NP_037052|uniprotkb:P11275,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-59126E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-29698N|refseq:NP_001028842|uniprotkb:P53563,DIP-29699N|uniprotkb:O35303,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-59177E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-24269N|uniprotkb:P31749,DIP-29715N|refseq:NP_001007236|uniprotkb:P29994,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-59188E,dip-quality-status:core,dip:0002(small scale)
DIP-29763N,DIP-29761N|refseq:NP_446289|uniprotkb:P84092,taxid:-2(chemical synthesis),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-59237E,dip-quality-status:core,dip:0002(small scale)
DIP-29761N|refseq:NP_446289|uniprotkb:P84092,DIP-29764N,taxid:10116(Rattus norvegicus),taxid:-2(chemical synthesis),MI:0407(direct interaction),DIP-59238E,dip-quality-status:core,dip:0002(small scale)
DIP-29762N,DIP-29761N|refseq:NP_446289|uniprotkb:P84092,taxid:-2(chemical synthesis),taxid:10116(Rattus norvegicus),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-59239E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29767N,DIP-29761N|refseq:NP_446289|uniprotkb:P84092,taxid:-2(chemical synthesis),taxid:10116(Rattus norvegicus),MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association),DIP-59240E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-29767N,DIP-29765N|refseq:NP_112270|uniprotkb:P18484,taxid:-2(chemical synthesis),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-59252E,dip-quality-status:core,dip:0002(small scale)
DIP-29766N|refseq:NP_001100981,DIP-29767N,taxid:10116(Rattus norvegicus),taxid:-2(chemical synthesis),MI:0915(physical association),DIP-59253E,dip-quality-status:core,dip:0002(small scale)
DIP-29775N,DIP-29528N|uniprotkb:P62161,taxid:-2(chemical synthesis),taxid:10116(Rattus norvegicus),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-59262E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29528N|uniprotkb:P62161,DIP-29776N,taxid:10116(Rattus norvegicus),taxid:-2(chemical synthesis),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-59263E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29839N|refseq:NP_569106|uniprotkb:Q920D5,DIP-29840N|refseq:NP_036894|uniprotkb:P43527,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-59323E,dip-quality-status:core,dip:0002(small scale)
DIP-29839N|refseq:NP_569106|uniprotkb:Q920D5,DIP-29839N|refseq:NP_569106|uniprotkb:Q920D5,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-59324E,dip-quality-status:core,dip:0002(small scale)
DIP-29843N|uniprotkb:Q92841,DIP-29842N|refseq:NP_766633|uniprotkb:Q8K3Y6,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association),DIP-59326E,dip-quality-status:core,dip:0004(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-29844N|refseq:NP_004387|uniprotkb:P17844,DIP-29842N|refseq:NP_766633|uniprotkb:Q8K3Y6,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-59327E,dip-quality-status:core,dip:0002(small scale)
DIP-29842N|refseq:NP_766633|uniprotkb:Q8K3Y6,DIP-29847N|uniprotkb:Q9NQT5,taxid:10116(Rattus norvegicus),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-59331E,dip-quality-status:core,dip:0002(small scale)|dip:0004(small scale)|dip:0002(small scale)
DIP-29846N|refseq:NP_064543|uniprotkb:Q9NQT4,DIP-29842N|refseq:NP_766633|uniprotkb:Q8K3Y6,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association),DIP-59333E,dip-quality-status:core,dip:0004(small scale)|dip:0002(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-29862N|refseq:NP_073189|uniprotkb:O35147,DIP-29698N|refseq:NP_001028842|uniprotkb:P53563,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-59360E,dip-quality-status:core,dip:0002(small scale)
DIP-29863N|refseq:NP_001007609|uniprotkb:Q6PEC4,DIP-29864N|refseq:NP_001101768,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association)|MI:0915(physical association),DIP-59362E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29866N|refseq:NP_446154,DIP-29863N|refseq:NP_001007609|uniprotkb:Q6PEC4,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association)|MI:0915(physical association),DIP-59363E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29863N|refseq:NP_001007609|uniprotkb:Q6PEC4,DIP-29865N|refseq:NP_001094291|uniprotkb:P39949,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association)|MI:0915(physical association),DIP-59364E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29877N|refseq:NP_038670|uniprotkb:P28563,DIP-29878N|uniprotkb:P70618,taxid:10090(Mus musculus),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-59375E,dip-quality-status:core,dip:0002(small scale)
DIP-29907N|refseq:NP_034402|uniprotkb:Q9Z1W4,DIP-29906N|uniprotkb:P41413-2,taxid:10090(Mus musculus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-59400E,dip-quality-status:core,dip:0002(small scale)
DIP-29907N|refseq:NP_034402|uniprotkb:Q9Z1W4,DIP-29905N|refseq:NP_062119|uniprotkb:Q62849,taxid:10090(Mus musculus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-59401E,dip-quality-status:core,dip:0002(small scale)
DIP-29910N|uniprotkb:Q7TMA5,DIP-29911N|refseq:NP_036870|uniprotkb:P04639,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction)|MI:0915(physical association),DIP-59405E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29867N|refseq:NP_542960|uniprotkb:Q64315,DIP-29863N|refseq:NP_001007609|uniprotkb:Q6PEC4,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-59499E,dip-quality-status:core,dip:0002(small scale)
DIP-29974N|refseq:NP_005537|uniprotkb:Q08881,DIP-2863N|refseq:NP_037319|uniprotkb:P10686,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-59504E,dip-quality-status:core,dip:0002(small scale)
DIP-30952N|refseq:NP_001077280|uniprotkb:P19491,DIP-30941N|refseq:NP_445912|uniprotkb:Q9EP80,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-60421E,dip-quality-status:core,dip:0004(small scale)
DIP-33893N|refseq:NP_059028|uniprotkb:P12785,DIP-33893N|refseq:NP_059028|uniprotkb:P12785,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-62628E,dip-quality-status:core,dip:0004(small scale)
DIP-29761N|refseq:NP_446289|uniprotkb:P84092,DIP-33098N|uniprotkb:P63010,taxid:10116(Rattus norvegicus),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-63744E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-29528N|uniprotkb:P62161,DIP-35337N|refseq:NP_062187|uniprotkb:P70604,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-64131E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-37486N|uniprotkb:P97879,DIP-30952N|refseq:NP_001077280|uniprotkb:P19491,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-65448E,dip-quality-status:core,dip:0004(small scale)
DIP-5715N|refseq:NP_036742|uniprotkb:P07174,DIP-5712N|refseq:NP_002497|uniprotkb:P01138,taxid:10116(Rattus norvegicus),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-65649E,dip-quality-status:core,dip:0004(small scale)
DIP-33953N|refseq:NP_112344|uniprotkb:P53610,DIP-6131N|refseq:NP_036979|uniprotkb:Q04631,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association)|MI:0915(physical association),DIP-66037E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-39834N|refseq:NP_766084|uniprotkb:Q5NBX1,DIP-39836N|refseq:NP_058990|uniprotkb:Q9Z0W5,taxid:10090(Mus musculus),taxid:10116(Rattus norvegicus),MI:0915(physical association)|MI:0915(physical association),DIP-67817E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-32160N|uniprotkb:P17427,DIP-30977N|refseq:NP_071553|uniprotkb:O08838,taxid:10090(Mus musculus),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-69049E,dip-quality-status:core,dip:0004(small scale)
DIP-32160N|uniprotkb:P17427,DIP-30979N|refseq:NP_446411|uniprotkb:O08839,taxid:10090(Mus musculus),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-69050E,dip-quality-status:core,dip:0004(small scale)
DIP-108N|refseq:NP_446240|uniprotkb:P32851,DIP-29205N|refseq:NP_112253|uniprotkb:P60881,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association),DIP-69543E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0002(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-41432N|refseq:NP_439894|uniprotkb:Q9JIR4,DIP-299N|refseq:NP_037184|uniprotkb:P68511,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-70745E,dip-quality-status:core,dip:0004(small scale)
DIP-29639N|refseq:NP_037052|uniprotkb:P11275,DIP-30929N|refseq:NP_113796|uniprotkb:P19490,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0217(phosphorylation reaction)|MI:0217(phosphorylation reaction)|MI:0217(phosphorylation reaction),DIP-70502E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-674N|refseq:NP_058706|uniprotkb:P35439,DIP-33702N|uniprotkb:Q00960,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-70936E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-41967N|refseq:NP_037179|uniprotkb:Q01717,DIP-41967N|refseq:NP_037179|uniprotkb:Q01717,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-71534E,dip-quality-status:core,dip:0004(small scale)
DIP-42782N|uniprotkb:P10844,DIP-32642N|refseq:NP_036797|uniprotkb:P29101,taxid:1491(Clostridium botulinum),taxid:10116(Rattus norvegicus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-72743E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-44062N|refseq:NP_080543|uniprotkb:Q9CR95,DIP-30977N|refseq:NP_071553|uniprotkb:O08838,taxid:10090(Mus musculus),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-74726E,dip-quality-status:core,dip:0004(small scale)
DIP-44062N|refseq:NP_080543|uniprotkb:Q9CR95,DIP-30979N|refseq:NP_446411|uniprotkb:O08839,taxid:10090(Mus musculus),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-74728E,dip-quality-status:core,dip:0004(small scale)
DIP-5974N|uniprotkb:P45481,DIP-36407N|refseq:NP_112279|uniprotkb:P15337,taxid:10090(Mus musculus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-76129E,dip-quality-status:core,dip:0004(small scale)
DIP-46027N|refseq:NP_001093940|uniprotkb:P49791,DIP-5929N|refseq:NP_006316|uniprotkb:P62826,taxid:10116(Rattus norvegicus),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-87768E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-46057N|refseq:NP_476538|uniprotkb:Q9EPI6-1,DIP-46059N|refseq:NP_598213|uniprotkb:O88751-1,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association),DIP-87802E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-46058N|refseq:NP_001034475|uniprotkb:Q99NF2-1,DIP-46059N|refseq:NP_598213|uniprotkb:O88751-1,taxid:10090(Mus musculus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-87803E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-46060N|refseq:NP_942021|uniprotkb:P83953,DIP-46057N|refseq:NP_476538|uniprotkb:Q9EPI6-1,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-87804E,dip-quality-status:core,dip:0004(small scale)
DIP-46058N|refseq:NP_001034475|uniprotkb:Q99NF2-1,DIP-46060N|refseq:NP_942021|uniprotkb:P83953,taxid:10090(Mus musculus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-87805E,dip-quality-status:core,dip:0004(small scale)
DIP-46120N|refseq:XP_001054840,DIP-40821N|refseq:NP_002653|uniprotkb:Q13393,taxid:10116(Rattus norvegicus),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-87923E,dip-quality-status:core,dip:0004(small scale)
DIP-46161N|refseq:NP_001101504,DIP-46159N|refseq:NP_001004269|uniprotkb:Q68FQ2,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-87981E,dip-quality-status:core,dip:0004(small scale)
DIP-46160N|uniprotkb:Q6B4M5,DIP-46161N|refseq:NP_001101504,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-87983E,dip-quality-status:core,dip:0004(small scale)
DIP-46161N|refseq:NP_001101504,DIP-42731N|uniprotkb:Q9WUD9,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-87982E,dip-quality-status:core,dip:0004(small scale)
DIP-46025N|refseq:NP_064458|uniprotkb:P25961,DIP-599N|refseq:NP_002065|uniprotkb:P62873,taxid:10116(Rattus norvegicus),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0218(physical interaction),DIP-87766E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-46106N|refseq:NP_114188|uniprotkb:O35433-1,DIP-46106N|refseq:NP_114188|uniprotkb:O35433-1,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-87881E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-29589N|uniprotkb:Q13936,DIP-29528N|uniprotkb:P62161,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-87914E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-46337N|refseq:NP_037010|uniprotkb:P35248,DIP-46337N|refseq:NP_037010|uniprotkb:P35248,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction)|MI:0915(physical association)|MI:0195(covalent binding),DIP-88301E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-46025N|refseq:NP_064458|uniprotkb:P25961,DIP-33949N|refseq:NP_444292|uniprotkb:P59768,taxid:10116(Rattus norvegicus),taxid:9606(Homo sapiens),MI:0218(physical interaction),DIP-88089E,dip-quality-status:core,dip:0004(small scale)
DIP-46222N|uniprotkb:Q64349,DIP-46223N|refseq:NP_037041|uniprotkb:P34080,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-88077E,dip-quality-status:core,dip:0004(small scale)
DIP-46144N|uniprotkb:Q75RY0,DIP-46145N|refseq:NP_434686|uniprotkb:P29476-3,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0915(physical association)|MI:0915(physical association),DIP-88113E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-46242N|refseq:NP_076472|uniprotkb:Q9ES67,DIP-46241N|refseq:NP_034433|uniprotkb:P27601,taxid:10116(Rattus norvegicus),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-88144E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-31794N|refseq:NP_001734|uniprotkb:P62158,DIP-41263N|refseq:NP_058708|uniprotkb:P31424,taxid:9606(Homo sapiens),taxid:10116(Rattus norvegicus),MI:0915(physical association),DIP-88180E,dip-quality-status:core,dip:0004(small scale)
DIP-46284N|refseq:NP_077046|uniprotkb:P97612,DIP-46284N|refseq:NP_077046|uniprotkb:P97612,taxid:10116(Rattus norvegicus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-88214E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-46314N|refseq:NP_476474|uniprotkb:P97947,DIP-46315N|refseq:NP_001084415,taxid:10116(Rattus norvegicus),taxid:8355(Xenopus laevis),MI:0407(direct interaction),DIP-88246E,dip-quality-status:core,dip:0004(small scale)
DIP-46314N|refseq:NP_476474|uniprotkb:P97947,DIP-34427N|refseq:NP_004480|uniprotkb:Q13227,taxid:10116(Rattus norvegicus),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-88247E,dip-quality-status:core,dip:0004(small scale)
DIP-46316N|uniprotkb:Q9WV81,DIP-46314N|refseq:NP_476474|uniprotkb:P97947,taxid:10090(Mus musculus),taxid:10116(Rattus norvegicus),MI:0407(direct interaction),DIP-88248E,dip-quality-status:core,dip:0004(small scale)
