ID_interactor_A,ID_interactor_B,Taxid_interactor_A,Taxid_interactor_B,Interaction_type(s),Interaction_identifier(s),Confidence_value(s),Processing_Status
DIP-6883N|refseq:NP_290613|uniprotkb:P16921,DIP-10255N|uniprotkb:P13519,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association)|MI:0915(physical association),DIP-49905E,dip-quality-status:core,dip:0005(high throughput)|dip:0005(high throughput)
DIP-6159N|uniprotkb:P0CE47,DIP-10260N|refseq:NP_417643|uniprotkb:P31120,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49939E,dip-quality-status:,dip:0005(high throughput)
DIP-10273N|refseq:NP_415444|uniprotkb:P22523,DIP-6159N|uniprotkb:P0CE47,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-49966E,dip-quality-status:core,dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)
DIP-10067N|refseq:NP_312535|uniprotkb:P23282,DIP-6877N|refseq:NP_285863|uniprotkb:P0A7V0,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49517E,dip-quality-status:,dip:0005(high throughput)
DIP-10124N|refseq:NP_414721|uniprotkb:P21645,DIP-10757N|refseq:NP_288150|uniprotkb:P02421,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49671E,dip-quality-status:,dip:0005(high throughput)
DIP-10137N|refseq:NP_290763|uniprotkb:P14825,DIP-6859N|refseq:NP_311666|uniprotkb:P08324,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49716E,dip-quality-status:,dip:0005(high throughput)
DIP-12228N|refseq:NP_289599|uniprotkb:P52083,DIP-10137N|refseq:NP_290763|uniprotkb:P14825,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49746E,dip-quality-status:,dip:0005(high throughput)
DIP-10168N|refseq:NP_418766|uniprotkb:P15005,DIP-10168N|refseq:NP_418766|uniprotkb:P15005,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-49816E,dip-quality-status:,dip:0005(high throughput)
DIP-10255N|uniprotkb:P13519,DIP-9721N|refseq:NP_289887|uniprotkb:P02996,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49894E,dip-quality-status:,dip:0005(high throughput)
DIP-10786N|refseq:NP_289882|uniprotkb:P02364,DIP-10260N|refseq:NP_417643|uniprotkb:P31120,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49937E,dip-quality-status:,dip:0005(high throughput)
DIP-6875N|refseq:NP_290617|uniprotkb:P02392,DIP-10273N|refseq:NP_415444|uniprotkb:P22523,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49954E,dip-quality-status:,dip:0005(high throughput)
DIP-10067N|refseq:NP_312535|uniprotkb:P23282,DIP-10067N|refseq:NP_312535|uniprotkb:P23282,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0218(physical interaction),DIP-49505E,dip-quality-status:,dip:0005(high throughput)
DIP-10067N|refseq:NP_312535|uniprotkb:P23282,DIP-9512N|refseq:NP_286322|uniprotkb:P0ADI4,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49506E,dip-quality-status:,dip:0005(high throughput)
DIP-10280N|refseq:NP_414627|uniprotkb:P22188,DIP-10067N|refseq:NP_312535|uniprotkb:P23282,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49507E,dip-quality-status:,dip:0005(high throughput)
DIP-10742N|refseq:NP_290615|uniprotkb:P02384,DIP-10067N|refseq:NP_312535|uniprotkb:P23282,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49508E,dip-quality-status:,dip:0005(high throughput)
DIP-10746N|refseq:NP_289869|uniprotkb:P02389,DIP-10067N|refseq:NP_312535|uniprotkb:P23282,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49509E,dip-quality-status:,dip:0005(high throughput)
DIP-10750N|refseq:NP_289799|uniprotkb:P02410,DIP-10067N|refseq:NP_312535|uniprotkb:P23282,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49511E,dip-quality-status:,dip:0005(high throughput)
DIP-10756N|refseq:NP_289159|uniprotkb:P02420,DIP-10067N|refseq:NP_312535|uniprotkb:P23282,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49512E,dip-quality-status:,dip:0005(high throughput)
DIP-10067N|refseq:NP_312535|uniprotkb:P23282,DIP-10757N|refseq:NP_288150|uniprotkb:P02421,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49513E,dip-quality-status:,dip:0005(high throughput)
DIP-10758N|refseq:NP_289760|uniprotkb:P02422,DIP-10067N|refseq:NP_312535|uniprotkb:P23282,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49514E,dip-quality-status:,dip:0005(high throughput)
DIP-10067N|refseq:NP_312535|uniprotkb:P23282,DIP-10759N|refseq:NP_289876|uniprotkb:P02423,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49515E,dip-quality-status:,dip:0005(high throughput)
DIP-10769N|refseq:NP_290216|uniprotkb:P02436,DIP-10067N|refseq:NP_312535|uniprotkb:P23282,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49516E,dip-quality-status:,dip:0005(high throughput)
DIP-10108N|refseq:NP_418062|uniprotkb:P33232,DIP-10764N|refseq:NP_290217|uniprotkb:P02428,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49534E,dip-quality-status:,dip:0005(high throughput)
DIP-10749N|refseq:NP_290614|uniprotkb:P02409,DIP-10095N|refseq:NP_415175|uniprotkb:P07813,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49563E,dip-quality-status:,dip:0005(high throughput)
DIP-10098N|refseq:NP_416906|uniprotkb:P15042,DIP-9039N|refseq:NP_285810|uniprotkb:P0AFG8,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49573E,dip-quality-status:,dip:0005(high throughput)
DIP-10098N|refseq:NP_416906|uniprotkb:P15042,DIP-6875N|refseq:NP_290617|uniprotkb:P02392,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49578E,dip-quality-status:,dip:0005(high throughput)
DIP-10649N|refseq:NP_414927|uniprotkb:P36767,DIP-10098N|refseq:NP_416906|uniprotkb:P15042,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49580E,dip-quality-status:,dip:0005(high throughput)
DIP-12675N|uniprotkb:P77212,DIP-10098N|refseq:NP_416906|uniprotkb:P15042,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association)|MI:0915(physical association),DIP-49581E,dip-quality-status:,dip:0005(high throughput)|dip:0005(high throughput)
DIP-10112N|uniprotkb:P39178,DIP-12142N|uniprotkb:Q46924,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49585E,dip-quality-status:,dip:0005(high throughput)
DIP-10781N|refseq:NP_417762|uniprotkb:P0A7W1,DIP-10067N|refseq:NP_312535|uniprotkb:P23282,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49518E,dip-quality-status:,dip:0005(high throughput)
DIP-10786N|refseq:NP_289882|uniprotkb:P02364,DIP-10067N|refseq:NP_312535|uniprotkb:P23282,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49519E,dip-quality-status:,dip:0005(high throughput)
DIP-9299N|refseq:NP_290214|uniprotkb:P23875,DIP-10280N|refseq:NP_414627|uniprotkb:P22188,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49521E,dip-quality-status:,dip:0005(high throughput)
DIP-10744N|refseq:NP_289881|uniprotkb:P60438,DIP-9299N|refseq:NP_290214|uniprotkb:P23875,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49522E,dip-quality-status:,dip:0005(high throughput)
DIP-10745N|refseq:NP_289880|uniprotkb:P02388,DIP-9299N|refseq:NP_290214|uniprotkb:P23875,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49523E,dip-quality-status:,dip:0005(high throughput)
DIP-6875N|refseq:NP_290617|uniprotkb:P02392,DIP-9299N|refseq:NP_290214|uniprotkb:P23875,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49524E,dip-quality-status:,dip:0005(high throughput)
DIP-9299N|refseq:NP_290214|uniprotkb:P23875,DIP-10781N|refseq:NP_417762|uniprotkb:P0A7W1,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49525E,dip-quality-status:,dip:0005(high throughput)
DIP-9299N|refseq:NP_290214|uniprotkb:P23875,DIP-11577N|refseq:NP_415769|uniprotkb:P04379,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49526E,dip-quality-status:,dip:0005(high throughput)
DIP-10108N|refseq:NP_418062|uniprotkb:P33232,DIP-9816N|refseq:NP_418017|uniprotkb:P00960,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-49530E,dip-quality-status:core,dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)
DIP-10108N|refseq:NP_418062|uniprotkb:P33232,DIP-10636N|uniprotkb:P25531,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association)|MI:0915(physical association),DIP-49531E,dip-quality-status:,dip:0005(high throughput)|dip:0005(high throughput)
DIP-10665N|refseq:NP_290202|uniprotkb:P17963,DIP-10108N|refseq:NP_418062|uniprotkb:P33232,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49532E,dip-quality-status:,dip:0005(high throughput)
DIP-10759N|refseq:NP_289876|uniprotkb:P02423,DIP-10108N|refseq:NP_418062|uniprotkb:P33232,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49533E,dip-quality-status:,dip:0005(high throughput)
DIP-10088N|refseq:NP_289127|uniprotkb:P07682,DIP-9135N|refseq:NP_289370|uniprotkb:P08205,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49539E,dip-quality-status:,dip:0005(high throughput)
DIP-11460N|refseq:NP_415399|uniprotkb:P75830,DIP-10088N|refseq:NP_289127|uniprotkb:P07682,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49540E,dip-quality-status:,dip:0005(high throughput)
DIP-28054N|uniprotkb:P76054,DIP-10088N|refseq:NP_289127|uniprotkb:P07682,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49541E,dip-quality-status:,dip:0005(high throughput)
DIP-10088N|refseq:NP_289127|uniprotkb:P07682,DIP-9987N|refseq:NP_289038|uniprotkb:P77524,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49542E,dip-quality-status:,dip:0005(high throughput)
DIP-10088N|refseq:NP_289127|uniprotkb:P07682,DIP-10652N|refseq:NP_415866|uniprotkb:P15032,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49543E,dip-quality-status:,dip:0005(high throughput)
DIP-10745N|refseq:NP_289880|uniprotkb:P02388,DIP-10088N|refseq:NP_289127|uniprotkb:P07682,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49544E,dip-quality-status:,dip:0005(high throughput)
DIP-6876N|refseq:NP_290833|uniprotkb:P02418,DIP-10088N|refseq:NP_289127|uniprotkb:P07682,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49545E,dip-quality-status:,dip:0005(high throughput)
DIP-10088N|refseq:NP_289127|uniprotkb:P07682,DIP-10750N|refseq:NP_289799|uniprotkb:P02410,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49546E,dip-quality-status:,dip:0005(high throughput)
DIP-10088N|refseq:NP_289127|uniprotkb:P07682,DIP-10759N|refseq:NP_289876|uniprotkb:P02423,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49547E,dip-quality-status:,dip:0005(high throughput)
DIP-10761N|refseq:NP_289870|uniprotkb:P02425,DIP-10088N|refseq:NP_289127|uniprotkb:P07682,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49548E,dip-quality-status:,dip:0005(high throughput)
DIP-10088N|refseq:NP_289127|uniprotkb:P07682,DIP-10781N|refseq:NP_417762|uniprotkb:P0A7W1,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49550E,dip-quality-status:,dip:0005(high throughput)
DIP-10088N|refseq:NP_289127|uniprotkb:P07682,DIP-10782N|uniprotkb:P02358,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49551E,dip-quality-status:,dip:0005(high throughput)
DIP-10783N|refseq:NP_417800|uniprotkb:P02359,DIP-10088N|refseq:NP_289127|uniprotkb:P07682,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49552E,dip-quality-status:,dip:0005(high throughput)
DIP-10088N|refseq:NP_289127|uniprotkb:P07682,DIP-10786N|refseq:NP_289882|uniprotkb:P02364,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49553E,dip-quality-status:,dip:0005(high throughput)
DIP-11601N|refseq:NP_415812|uniprotkb:P76037,DIP-10088N|refseq:NP_289127|uniprotkb:P07682,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49554E,dip-quality-status:,dip:0005(high throughput)
DIP-11926N|refseq:NP_416670|uniprotkb:P33025,DIP-10088N|refseq:NP_289127|uniprotkb:P07682,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49555E,dip-quality-status:,dip:0005(high throughput)
DIP-10088N|refseq:NP_289127|uniprotkb:P07682,DIP-12456N|uniprotkb:P31461,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49556E,dip-quality-status:,dip:0005(high throughput)
DIP-10095N|refseq:NP_415175|uniprotkb:P07813,DIP-10745N|refseq:NP_289880|uniprotkb:P02388,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49562E,dip-quality-status:,dip:0005(high throughput)
DIP-6875N|refseq:NP_290617|uniprotkb:P02392,DIP-10095N|refseq:NP_415175|uniprotkb:P07813,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49564E,dip-quality-status:,dip:0005(high throughput)
DIP-10781N|refseq:NP_417762|uniprotkb:P0A7W1,DIP-479N|refseq:NP_290677|uniprotkb:P03033,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0914(association),DIP-49571E,dip-quality-status:,dip:0005(high throughput)
DIP-10098N|refseq:NP_416906|uniprotkb:P15042,DIP-10124N|refseq:NP_414721|uniprotkb:P21645,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49575E,dip-quality-status:,dip:0005(high throughput)
DIP-10256N|refseq:NP_417716|uniprotkb:P16926,DIP-10098N|refseq:NP_416906|uniprotkb:P15042,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association)|MI:0915(physical association),DIP-49576E,dip-quality-status:,dip:0005(high throughput)|dip:0005(high throughput)
DIP-10652N|refseq:NP_415866|uniprotkb:P15032,DIP-10098N|refseq:NP_416906|uniprotkb:P15042,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-49577E,dip-quality-status:core,dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)
DIP-10098N|refseq:NP_416906|uniprotkb:P15042,DIP-6877N|refseq:NP_285863|uniprotkb:P0A7V0,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49579E,dip-quality-status:,dip:0005(high throughput)
DIP-9039N|refseq:NP_285810|uniprotkb:P0AFG8,DIP-10112N|uniprotkb:P39178,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49584E,dip-quality-status:,dip:0005(high throughput)
DIP-10112N|uniprotkb:P39178,DIP-10117N|refseq:NP_414973|uniprotkb:P08177,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49586E,dip-quality-status:,dip:0005(high throughput)
DIP-10124N|refseq:NP_414721|uniprotkb:P21645,DIP-9180N|refseq:NP_418562|uniprotkb:P04422,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49648E,dip-quality-status:,dip:0005(high throughput)
DIP-10124N|refseq:NP_414721|uniprotkb:P21645,DIP-11703N|refseq:NP_416073|uniprotkb:P76160,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49650E,dip-quality-status:,dip:0005(high throughput)
DIP-10124N|refseq:NP_414721|uniprotkb:P21645,DIP-11717N|refseq:NP_416122|uniprotkb:P77429,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49651E,dip-quality-status:,dip:0005(high throughput)
DIP-9787N|refseq:NP_415206|uniprotkb:P00962,DIP-10124N|refseq:NP_414721|uniprotkb:P21645,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49656E,dip-quality-status:,dip:0005(high throughput)
DIP-10124N|refseq:NP_414721|uniprotkb:P21645,DIP-10593N|refseq:NP_417080|uniprotkb:P23830,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association)|MI:0915(physical association),DIP-49657E,dip-quality-status:,dip:0005(high throughput)|dip:0005(high throughput)
DIP-10743N|refseq:NP_289878|uniprotkb:P02387,DIP-10124N|refseq:NP_414721|uniprotkb:P21645,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49661E,dip-quality-status:,dip:0005(high throughput)
DIP-10124N|refseq:NP_414721|uniprotkb:P21645,DIP-10758N|refseq:NP_289760|uniprotkb:P02422,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49672E,dip-quality-status:,dip:0005(high throughput)
DIP-10218N|uniprotkb:P78055,DIP-10117N|refseq:NP_414973|uniprotkb:P08177,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49594E,dip-quality-status:,dip:0005(high throughput)
DIP-10744N|refseq:NP_289881|uniprotkb:P60438,DIP-10117N|refseq:NP_414973|uniprotkb:P08177,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49595E,dip-quality-status:,dip:0005(high throughput)
DIP-6876N|refseq:NP_290833|uniprotkb:P02418,DIP-10117N|refseq:NP_414973|uniprotkb:P08177,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49596E,dip-quality-status:,dip:0005(high throughput)
DIP-10117N|refseq:NP_414973|uniprotkb:P08177,DIP-10750N|refseq:NP_289799|uniprotkb:P02410,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49597E,dip-quality-status:,dip:0005(high throughput)
DIP-10117N|refseq:NP_414973|uniprotkb:P08177,DIP-10758N|refseq:NP_289760|uniprotkb:P02422,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49599E,dip-quality-status:,dip:0005(high throughput)
DIP-10759N|refseq:NP_289876|uniprotkb:P02423,DIP-10117N|refseq:NP_414973|uniprotkb:P08177,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49600E,dip-quality-status:,dip:0005(high throughput)
DIP-6877N|refseq:NP_285863|uniprotkb:P0A7V0,DIP-10117N|refseq:NP_414973|uniprotkb:P08177,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49601E,dip-quality-status:,dip:0005(high throughput)
DIP-10117N|refseq:NP_414973|uniprotkb:P08177,DIP-10779N|refseq:NP_312206|uniprotkb:P02352,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49602E,dip-quality-status:,dip:0005(high throughput)
DIP-10784N|refseq:NP_289867|uniprotkb:P02361,DIP-10117N|refseq:NP_414973|uniprotkb:P08177,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49604E,dip-quality-status:,dip:0005(high throughput)
DIP-10117N|refseq:NP_414973|uniprotkb:P08177,DIP-11631N|uniprotkb:P33666,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49607E,dip-quality-status:,dip:0005(high throughput)
DIP-12607N|uniprotkb:P39336,DIP-10117N|refseq:NP_414973|uniprotkb:P08177,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49608E,dip-quality-status:,dip:0005(high throughput)
DIP-9513N|refseq:NP_286320|uniprotkb:P10377,DIP-10119N|refseq:NP_418803|uniprotkb:P32099,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49611E,dip-quality-status:,dip:0005(high throughput)
DIP-11347N|refseq:NP_415132|uniprotkb:P45579,DIP-10119N|refseq:NP_418803|uniprotkb:P32099,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association)|MI:0915(physical association),DIP-49612E,dip-quality-status:,dip:0005(high throughput)|dip:0005(high throughput)
DIP-10756N|refseq:NP_289159|uniprotkb:P02420,DIP-10122N|refseq:NP_414724|uniprotkb:P10441,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49641E,dip-quality-status:,dip:0005(high throughput)
DIP-10122N|refseq:NP_414724|uniprotkb:P10441,DIP-6877N|refseq:NP_285863|uniprotkb:P0A7V0,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49642E,dip-quality-status:,dip:0005(high throughput)
DIP-10124N|refseq:NP_414721|uniprotkb:P21645,DIP-9323N|refseq:NP_417290|uniprotkb:Q46925,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-49652E,dip-quality-status:core,dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)
DIP-10124N|refseq:NP_414721|uniprotkb:P21645,DIP-9249N|refseq:NP_415520|uniprotkb:P36659,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association)|MI:0915(physical association),DIP-49653E,dip-quality-status:,dip:0005(high throughput)|dip:0005(high throughput)
DIP-9252N|refseq:NP_311116|uniprotkb:P33930,DIP-10124N|refseq:NP_414721|uniprotkb:P21645,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49654E,dip-quality-status:,dip:0005(high throughput)
DIP-10124N|refseq:NP_414721|uniprotkb:P21645,DIP-10665N|refseq:NP_290202|uniprotkb:P17963,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49658E,dip-quality-status:,dip:0005(high throughput)
DIP-10698N|refseq:NP_312743|uniprotkb:P03002,DIP-10124N|refseq:NP_414721|uniprotkb:P21645,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49659E,dip-quality-status:,dip:0005(high throughput)
DIP-10124N|refseq:NP_414721|uniprotkb:P21645,DIP-10731N|refseq:NP_286337|uniprotkb:P40679,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49660E,dip-quality-status:,dip:0005(high throughput)
DIP-10124N|refseq:NP_414721|uniprotkb:P21645,DIP-10744N|refseq:NP_289881|uniprotkb:P60438,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49662E,dip-quality-status:,dip:0005(high throughput)
DIP-10745N|refseq:NP_289880|uniprotkb:P02388,DIP-10124N|refseq:NP_414721|uniprotkb:P21645,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49663E,dip-quality-status:,dip:0005(high throughput)
DIP-10124N|refseq:NP_414721|uniprotkb:P21645,DIP-6876N|refseq:NP_290833|uniprotkb:P02418,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49664E,dip-quality-status:,dip:0005(high throughput)
DIP-6875N|refseq:NP_290617|uniprotkb:P02392,DIP-10124N|refseq:NP_414721|uniprotkb:P21645,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49666E,dip-quality-status:,dip:0005(high throughput)
DIP-10124N|refseq:NP_414721|uniprotkb:P21645,DIP-10750N|refseq:NP_289799|uniprotkb:P02410,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49667E,dip-quality-status:,dip:0005(high throughput)
DIP-10124N|refseq:NP_414721|uniprotkb:P21645,DIP-10752N|refseq:NP_417760|uniprotkb:P02413,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-49668E,dip-quality-status:core,dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)
DIP-10753N|refseq:NP_289874|uniprotkb:P02414,DIP-10124N|refseq:NP_414721|uniprotkb:P21645,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49669E,dip-quality-status:,dip:0005(high throughput)
DIP-10756N|refseq:NP_289159|uniprotkb:P02420,DIP-10124N|refseq:NP_414721|uniprotkb:P21645,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49670E,dip-quality-status:,dip:0005(high throughput)
DIP-10759N|refseq:NP_289876|uniprotkb:P02423,DIP-10124N|refseq:NP_414721|uniprotkb:P21645,taxid:83333(Escherichia coli K12),taxid:83333(Escherichia coli K12),MI:0915(physical association),DIP-49673E,dip-quality-status:,dip:0005(high throughput)
