ID_interactor_A,ID_interactor_B,Taxid_interactor_A,Taxid_interactor_B,Interaction_type(s),Interaction_identifier(s),Confidence_value(s),Processing_Status
DIP-46102N|refseq:NP_196044|uniprotkb:Q6BDA0,DIP-34780N|uniprotkb:Q9LN63,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-87877E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-31793N|refseq:NP_180198|uniprotkb:P18064,DIP-40108N|refseq:NP_195172|uniprotkb:P49177,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-87920E,dip-quality-status:core,dip:0004(small scale)
DIP-33719N|refseq:NP_178360|uniprotkb:Q8L5Y6,DIP-46123N|refseq:NP_567243,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0915(physical association),DIP-87927E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-46124N|uniprotkb:P43288,DIP-46123N|refseq:NP_567243,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-87929E,dip-quality-status:core,dip:0004(small scale)
DIP-46123N|refseq:NP_567243,DIP-33345N|refseq:NP_188945|uniprotkb:Q38825,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-87930E,dip-quality-status:core,dip:0004(small scale)
DIP-46006N|refseq:NP_680116|uniprotkb:Q9STM3,DIP-34780N|uniprotkb:Q9LN63,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-87685E,dip-quality-status:core,dip:0004(small scale)
DIP-46004N|refseq:NP_199445|uniprotkb:Q9FL28,DIP-34976N|refseq:NP_567920|uniprotkb:Q94F62,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-87682E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-46186N|refseq:NP_178104|uniprotkb:Q9CA89,DIP-46187N|refseq:NP_178721|uniprotkb:Q84JQ4,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-88023E,dip-quality-status:core,dip:0004(small scale)
DIP-46205N|refseq:NP_189238,DIP-31793N|refseq:NP_180198|uniprotkb:P18064,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-88047E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-33454N|refseq:NP_171612|uniprotkb:Q9SP32,DIP-46412N|refseq:NP_188691|uniprotkb:Q8W4D8,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0407(direct interaction),DIP-88406E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-46414N|refseq:NP_200956|uniprotkb:Q9FII5,DIP-46413N,taxid:3702(Arabidopsis thaliana),taxid:-2(chemical synthesis),MI:0407(direct interaction),DIP-88409E,dip-quality-status:core,dip:0004(small scale)
DIP-46422N|refseq:NP_188362|uniprotkb:Q27IK7,DIP-46423N|refseq:NP_191872|uniprotkb:Q9LE82,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0407(direct interaction),DIP-88424E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-46422N|refseq:NP_188362|uniprotkb:Q27IK7,DIP-46424N|refseq:NP_187184|uniprotkb:Q84M91,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-88425E,dip-quality-status:core,dip:0004(small scale)
DIP-46425N|uniprotkb:Q8GXA4,DIP-46423N|refseq:NP_191872|uniprotkb:Q9LE82,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-88426E,dip-quality-status:core,dip:0004(small scale)
DIP-46438N|refseq:NP_201279|uniprotkb:Q94JQ6,DIP-46437N|refseq:NP_196136|uniprotkb:Q941L0,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0915(physical association),DIP-88475E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-46526N|uniprotkb:Q6EVK6,DIP-37816N|refseq:NP_173589|uniprotkb:Q9XI07,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-88646E,dip-quality-status:core,dip:0004(small scale)
DIP-45997N|refseq:NP_195650|uniprotkb:O22476,DIP-34976N|refseq:NP_567920|uniprotkb:Q94F62,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0915(physical association),DIP-88864E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-37639N|refseq:NP_566101|uniprotkb:O22265,DIP-37639N|refseq:NP_566101|uniprotkb:O22265,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-89273E,dip-quality-status:core,dip:0004(small scale)
DIP-31740N|refseq:NP_567135|uniprotkb:Q570C0,DIP-31342N|refseq:NP_172563|uniprotkb:P43291,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-89612E,dip-quality-status:core,dip:0004(small scale)
DIP-46993N|refseq:NP_567005|uniprotkb:Q8W104,DIP-40167N|refseq:NP_175385|uniprotkb:Q94CL9,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-89608E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-46993N|refseq:NP_567005|uniprotkb:Q8W104,DIP-31342N|refseq:NP_172563|uniprotkb:P43291,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0915(physical association),DIP-89613E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-45997N|refseq:NP_195650|uniprotkb:O22476,DIP-45997N|refseq:NP_195650|uniprotkb:O22476,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0217(phosphorylation reaction),DIP-89632E,dip-quality-status:core,dip:0004(small scale)
DIP-46010N|refseq:NP_193606|uniprotkb:Q39011,DIP-47078N|uniprotkb:Q8S307,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-89773E,dip-quality-status:core,dip:0004(small scale)
DIP-47087N|uniprotkb:P27323,DIP-41228N|uniprotkb:Q9SE33,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-89792E,dip-quality-status:core,dip:0004(small scale)
DIP-47338N|uniprotkb:Q8S944,DIP-47338N|uniprotkb:Q8S944,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-89841E,dip-quality-status:core,dip:0004(small scale)
DIP-45997N|refseq:NP_195650|uniprotkb:O22476,DIP-38028N|uniprotkb:Q94AG2,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-89575E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-46993N|refseq:NP_567005|uniprotkb:Q8W104,DIP-38668N|refseq:NP_188546|uniprotkb:Q0WNX9,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-89609E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-38682N|uniprotkb:Q8GYJ3,DIP-46993N|refseq:NP_567005|uniprotkb:Q8W104,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-89611E,dip-quality-status:core,dip:0004(small scale)
DIP-48342N|uniprotkb:Q38834,DIP-48341N|refseq:NP_850874|uniprotkb:O82462,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-102581E,dip-quality-status:core,dip:0004(small scale)
DIP-48343N|uniprotkb:Q940T9,DIP-48341N|refseq:NP_850874|uniprotkb:O82462,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-102582E,dip-quality-status:core,dip:0004(small scale)
DIP-32735N|uniprotkb:Q43127,DIP-48341N|refseq:NP_850874|uniprotkb:O82462,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-102583E,dip-quality-status:core,dip:0004(small scale)
DIP-48462N|uniprotkb:P34047,DIP-48462N|uniprotkb:P34047,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-102959E,dip-quality-status:core,dip:0004(small scale)
DIP-29371N|uniprotkb:P68431,DIP-48529N|refseq:NP_001078559|uniprotkb:Q1AJM5,taxid:9606(Homo sapiens),taxid:3702(Arabidopsis thaliana),MI:0213(methylation reaction),DIP-103096E,dip-quality-status:core,dip:0004(small scale)
DIP-29371N|uniprotkb:P68431,DIP-48530N|refseq:NP_197821|uniprotkb:Q9FNE9,taxid:9606(Homo sapiens),taxid:3702(Arabidopsis thaliana),MI:0213(methylation reaction),DIP-103097E,dip-quality-status:core,dip:0004(small scale)
DIP-48529N|refseq:NP_001078559|uniprotkb:Q1AJM5,DIP-48531N|refseq:NP_563838|uniprotkb:P59226,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0213(methylation reaction),DIP-103098E,dip-quality-status:core,dip:0004(small scale)
DIP-48531N|refseq:NP_563838|uniprotkb:P59226,DIP-48530N|refseq:NP_197821|uniprotkb:Q9FNE9,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0213(methylation reaction),DIP-103099E,dip-quality-status:core,dip:0004(small scale)
DIP-48582N|refseq:NP_180174|uniprotkb:O80992,DIP-48582N|refseq:NP_180174|uniprotkb:O80992,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-103229E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-36706N|refseq:NP_194338|uniprotkb:P49597,DIP-48582N|refseq:NP_180174|uniprotkb:O80992,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-103230E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-48581N|refseq:NP_199491|uniprotkb:Q8VZS8,DIP-36706N|refseq:NP_194338|uniprotkb:P49597,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-103231E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-40647N|refseq:NP_175988|uniprotkb:Q42588,DIP-32746N|refseq:NP_191762|uniprotkb:P34791,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association),DIP-103273E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-48608N|refseq:NP_189087|uniprotkb:Q9LHF5,DIP-48609N|refseq:NP_194749|uniprotkb:Q9SUM4,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-103393E,dip-quality-status:core,dip:0004(small scale)
DIP-33481N|refseq:NP_200631|uniprotkb:O22467,DIP-48608N|refseq:NP_189087|uniprotkb:Q9LHF5,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-103394E,dip-quality-status:core,dip:0004(small scale)
DIP-31378N|refseq:NP_188710|uniprotkb:Q9LT47,DIP-48608N|refseq:NP_189087|uniprotkb:Q9LHF5,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-103395E,dip-quality-status:core,dip:0004(small scale)
DIP-48608N|refseq:NP_189087|uniprotkb:Q9LHF5,DIP-48610N|uniprotkb:Q8W5B1,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-103396E,dip-quality-status:core,dip:0004(small scale)
DIP-48608N|refseq:NP_189087|uniprotkb:Q9LHF5,DIP-48611N|refseq:NP_200548|uniprotkb:Q9FIE3,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-103397E,dip-quality-status:core,dip:0004(small scale)
DIP-48661N|refseq:NP_568461|uniprotkb:Q84KJ5,DIP-48661N|refseq:NP_568461|uniprotkb:Q84KJ5,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-103440E,dip-quality-status:core,dip:0004(small scale)
DIP-48677N|refseq:NP_188871|uniprotkb:O81098,DIP-40008N|refseq:NP_195305|uniprotkb:P18616,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-103467E,dip-quality-status:core,dip:0004(small scale)
DIP-48678N|refseq:NP_181532|uniprotkb:Q5D869,DIP-48680N|refseq:NP_191267|uniprotkb:Q9M1J2,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0915(physical association),DIP-103468E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-48679N|refseq:NP_176490|uniprotkb:Q9LQ02,DIP-48677N|refseq:NP_188871|uniprotkb:O81098,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-103469E,dip-quality-status:core,dip:0004(small scale)
DIP-48608N|refseq:NP_189087|uniprotkb:Q9LHF5,DIP-35029N|refseq:NP_567221|uniprotkb:Q9ZSM8,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-103392E,dip-quality-status:core,dip:0004(small scale)
DIP-40551N|refseq:NP_565840|uniprotkb:Q9SJN0,DIP-48780N|refseq:NP_194414|uniprotkb:Q547B9,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0407(direct interaction),DIP-103712E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-31825N|refseq:NP_181907|uniprotkb:Q39026,DIP-48849N|refseq:NP_200968|uniprotkb:Q9FKG1,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-103816E,dip-quality-status:core,dip:0004(small scale)
DIP-45997N|refseq:NP_195650|uniprotkb:O22476,DIP-48930N|refseq:NP_563816|uniprotkb:O04153,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association),DIP-103991E,dip-quality-status:core,dip:0004(small scale)
DIP-48783N|refseq:NP_188415|uniprotkb:Q8VWG7,DIP-48783N|refseq:NP_188415|uniprotkb:Q8VWG7,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0195(covalent binding)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-103719E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-48986N|refseq:NP_201489|uniprotkb:Q39193,DIP-35025N|uniprotkb:O04719,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-104145E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-36705N|refseq:NP_567945|uniprotkb:Q940H6,DIP-49025N|refseq:NP_563909|uniprotkb:Q9LD83,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0217(phosphorylation reaction)|MI:0217(phosphorylation reaction)|MI:0217(phosphorylation reaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0217(phosphorylation reaction),DIP-104229E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-48985N|refseq:NP_190619|uniprotkb:Q39192,DIP-48988N|uniprotkb:Q9CAJ0,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-104133E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-48989N|refseq:NP_173199|uniprotkb:Q9LNP9,DIP-48985N|refseq:NP_190619|uniprotkb:Q39192,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-104134E,dip-quality-status:core,dip:0004(small scale)
DIP-48985N|refseq:NP_190619|uniprotkb:Q39192,DIP-48990N|refseq:NP_199989|uniprotkb:Q9FLI3,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-104135E,dip-quality-status:core,dip:0004(small scale)
DIP-40197N|refseq:NP_187748|uniprotkb:P49598,DIP-48985N|refseq:NP_190619|uniprotkb:Q39192,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-104136E,dip-quality-status:core,dip:0004(small scale)
DIP-40200N|refseq:NP_172223|uniprotkb:Q9LNW3,DIP-48985N|refseq:NP_190619|uniprotkb:Q39192,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-104137E,dip-quality-status:core,dip:0004(small scale)
DIP-48991N|refseq:NP_180499|uniprotkb:Q9ZW21,DIP-48985N|refseq:NP_190619|uniprotkb:Q39192,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-104138E,dip-quality-status:core,dip:0004(small scale)
DIP-48992N|refseq:NP_200730|uniprotkb:Q9FIF5,DIP-36705N|refseq:NP_567945|uniprotkb:Q940H6,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-104139E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-48986N|refseq:NP_201489|uniprotkb:Q39193,DIP-48990N|refseq:NP_199989|uniprotkb:Q9FLI3,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0915(physical association),DIP-104140E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-48986N|refseq:NP_201489|uniprotkb:Q39193,DIP-36706N|refseq:NP_194338|uniprotkb:P49597,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association),DIP-104141E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-48985N|refseq:NP_190619|uniprotkb:Q39192,DIP-36706N|refseq:NP_194338|uniprotkb:P49597,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-104142E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-48987N|refseq:NP_001077839|uniprotkb:Q9M9E9,DIP-36706N|refseq:NP_194338|uniprotkb:P49597,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-104143E,dip-quality-status:core,dip:0004(small scale)
DIP-35025N|uniprotkb:O04719,DIP-48985N|refseq:NP_190619|uniprotkb:Q39192,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-104144E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-48986N|refseq:NP_201489|uniprotkb:Q39193,DIP-48989N|refseq:NP_173199|uniprotkb:Q9LNP9,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-104146E,dip-quality-status:core,dip:0004(small scale)
DIP-48987N|refseq:NP_001077839|uniprotkb:Q9M9E9,DIP-48990N|refseq:NP_199989|uniprotkb:Q9FLI3,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-104147E,dip-quality-status:core,dip:0004(small scale)
DIP-40197N|refseq:NP_187748|uniprotkb:P49598,DIP-48986N|refseq:NP_201489|uniprotkb:Q39193,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-104148E,dip-quality-status:core,dip:0004(small scale)
DIP-48991N|refseq:NP_180499|uniprotkb:Q9ZW21,DIP-48986N|refseq:NP_201489|uniprotkb:Q39193,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-104149E,dip-quality-status:core,dip:0004(small scale)
DIP-48992N|refseq:NP_200730|uniprotkb:Q9FIF5,DIP-48985N|refseq:NP_190619|uniprotkb:Q39192,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-104150E,dip-quality-status:core,dip:0004(small scale)
DIP-48992N|refseq:NP_200730|uniprotkb:Q9FIF5,DIP-48986N|refseq:NP_201489|uniprotkb:Q39193,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-104151E,dip-quality-status:core,dip:0004(small scale)
DIP-49025N|refseq:NP_563909|uniprotkb:Q9LD83,DIP-48985N|refseq:NP_190619|uniprotkb:Q39192,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-104230E,dip-quality-status:core,dip:0004(small scale)
DIP-49025N|refseq:NP_563909|uniprotkb:Q9LD83,DIP-48986N|refseq:NP_201489|uniprotkb:Q39193,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-104231E,dip-quality-status:core,dip:0004(small scale)
DIP-48987N|refseq:NP_001077839|uniprotkb:Q9M9E9,DIP-49025N|refseq:NP_563909|uniprotkb:Q9LD83,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-104232E,dip-quality-status:core,dip:0004(small scale)
DIP-40197N|refseq:NP_187748|uniprotkb:P49598,DIP-49025N|refseq:NP_563909|uniprotkb:Q9LD83,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-104233E,dip-quality-status:core,dip:0004(small scale)
DIP-36705N|refseq:NP_567945|uniprotkb:Q940H6,DIP-40197N|refseq:NP_187748|uniprotkb:P49598,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0203(dephosphorylation reaction)|MI:0407(direct interaction),DIP-104234E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-48988N|uniprotkb:Q9CAJ0,DIP-36705N|refseq:NP_567945|uniprotkb:Q940H6,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0203(dephosphorylation reaction)|MI:0203(dephosphorylation reaction)|MI:0407(direct interaction),DIP-104235E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-36705N|refseq:NP_567945|uniprotkb:Q940H6,DIP-36705N|refseq:NP_567945|uniprotkb:Q940H6,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0217(phosphorylation reaction)|MI:0217(phosphorylation reaction),DIP-104236E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-34608N|refseq:NP_566800|uniprotkb:Q9LW29,DIP-31741N|refseq:NP_171920|uniprotkb:Q38822,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-104267E,dip-quality-status:core,dip:0004(small scale)
DIP-35025N|uniprotkb:O04719,DIP-36705N|refseq:NP_567945|uniprotkb:Q940H6,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0203(dephosphorylation reaction)|MI:0407(direct interaction)|MI:0203(dephosphorylation reaction)|MI:0407(direct interaction),DIP-104132E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-34607N|refseq:NP_567255|uniprotkb:Q9ZR12,DIP-31741N|refseq:NP_171920|uniprotkb:Q38822,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction),DIP-104266E,dip-quality-status:core,dip:0004(small scale)
DIP-40533N|refseq:NP_174541|uniprotkb:Q39204,DIP-52213N|uniprotkb:Q8W4J8,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association),DIP-122447E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-40533N|refseq:NP_174541|uniprotkb:Q39204,DIP-39129N|refseq:NP_564075|uniprotkb:Q9LMA8,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-122448E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-32850N|refseq:NP_180854|uniprotkb:P43254,DIP-32850N|refseq:NP_180854|uniprotkb:P43254,taxid:3702(Arabidopsis thaliana),taxid:3702(Arabidopsis thaliana),MI:0915(physical association)|MI:0915(physical association),DIP-122411E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
