ID_interactor_A,ID_interactor_B,Taxid_interactor_A,Taxid_interactor_B,Interaction_type(s),Interaction_identifier(s),Confidence_value(s),Processing_Status
DIP-22N|refseq:NP_001959|uniprotkb:P06730,DIP-36572N|refseq:NP_004087|uniprotkb:Q13542,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-65036E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-29395N|refseq:NP_002706|uniprotkb:P67775,DIP-36614N|uniprotkb:Q5FBB7,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-65114E,dip-quality-status:core,dip:0004(small scale)
DIP-36742N|refseq:NP_002664|uniprotkb:O43157,DIP-36741N|refseq:NP_055285|uniprotkb:Q92730,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-65260E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-36773N|refseq:NP_001116079|uniprotkb:Q01196,DIP-36772N|refseq:NP_001746|uniprotkb:Q13951,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-65294E,dip-quality-status:core,dip:0004(small scale)
DIP-29412N|refseq:NP_059523|uniprotkb:P54274,DIP-182N|uniprotkb:Q13315,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-65346E,dip-quality-status:core,dip:0004(small scale)
DIP-1050N|refseq:NP_005334|uniprotkb:P01112,DIP-32490N|uniprotkb:Q8WWW0,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-65350E,dip-quality-status:core,dip:0004(small scale)
DIP-3788N|uniprotkb:P21802,DIP-6037N|refseq:NP_004456|uniprotkb:O15520,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-65355E,dip-quality-status:core,dip:0002(small scale)
DIP-36822N|refseq:NP_005369|uniprotkb:P04198,DIP-28145N|uniprotkb:P61244,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-65358E,dip-quality-status:core,dip:0004(small scale)
DIP-3512N|refseq:NP_001549|uniprotkb:Q13651,DIP-36823N|refseq:NP_783792|uniprotkb:P17150,taxid:9606(Homo sapiens),taxid:10360(Human cytomegalovirus (strain AD169)),MI:0407(direct interaction),DIP-65360E,dip-quality-status:core,dip:0004(small scale)
DIP-29516N|refseq:NP_005914|uniprotkb:Q99683,DIP-6223N|refseq:NP_066961|uniprotkb:Q12933,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association),DIP-65392E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-32585N|refseq:NP_000542|uniprotkb:P40337,DIP-29722N|refseq:NP_001521|uniprotkb:Q16665,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-65478E,dip-quality-status:core,dip:0004(small scale)
DIP-322N|refseq:NP_000535|uniprotkb:Q03519,DIP-35626N|uniprotkb:Q03518,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0915(physical association),DIP-65495E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-24269N|uniprotkb:P31749,DIP-878N|refseq:NP_002084|uniprotkb:P49841,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-65104E,dip-quality-status:core,dip:0004(small scale)
DIP-33068N|uniprotkb:O14965,DIP-36727N|refseq:NP_036244|uniprotkb:Q9ULW0,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-65234E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-32490N|uniprotkb:Q8WWW0,DIP-36128N|refseq:NP_006272|uniprotkb:Q13188,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction),DIP-65396E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-33556N|uniprotkb:P25054,DIP-122N|uniprotkb:P35222,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-65505E,dip-quality-status:core,dip:0004(small scale)
DIP-29710N|uniprotkb:P62942,DIP-790N|refseq:NP_004949|uniprotkb:P42345,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-65582E,dip-quality-status:core,dip:0004(small scale)
DIP-29755N|refseq:NP_001407|uniprotkb:P60842,DIP-31366N|refseq:NP_001409|uniprotkb:P78344,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-65593E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-37667N|uniprotkb:P16109,DIP-37668N|uniprotkb:Q14242,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-65636E,dip-quality-status:core,dip:0004(small scale)
DIP-5715N|refseq:NP_036742|uniprotkb:P07174,DIP-5712N|refseq:NP_002497|uniprotkb:P01138,taxid:10116(Rattus norvegicus),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-65649E,dip-quality-status:core,dip:0004(small scale)
DIP-31562N|uniprotkb:Q60598,DIP-17015N|uniprotkb:O43516,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-65731E,dip-quality-status:core,dip:0004(small scale)
DIP-37862N|refseq:NP_254274|uniprotkb:O95760,DIP-37861N|uniprotkb:Q01638,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0915(physical association),DIP-65847E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-24269N|uniprotkb:P31749,DIP-24269N|uniprotkb:P31749,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0217(phosphorylation reaction),DIP-65920E,dip-quality-status:core,dip:0004(small scale)
DIP-37949N|uniprotkb:O43278,DIP-6022N|refseq:NP_001519|uniprotkb:Q04756,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-65929E,dip-quality-status:core,dip:0004(small scale)
DIP-37958N|uniprotkb:P49917,DIP-37957N|uniprotkb:Q13426,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-65945E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-37957N|uniprotkb:Q13426,DIP-37959N|refseq:NP_079058|uniprotkb:Q9H9Q4,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-65946E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-27613N|uniprotkb:Q969H0,DIP-31606N|uniprotkb:P63208,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-65966E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-37970N|uniprotkb:Q8N3Y1,DIP-31606N|uniprotkb:P63208,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-65967E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-31606N|uniprotkb:P63208,DIP-37971N|refseq:NP_061871|uniprotkb:Q969U6,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-65968E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-31606N|uniprotkb:P63208,DIP-37972N|refseq:NP_036296|uniprotkb:Q9UKT8,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-65969E,dip-quality-status:core,dip:0004(small scale)
DIP-33288N|refseq:NP_031385|uniprotkb:O15234,DIP-33218N|refseq:NP_055555|uniprotkb:P38919,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-65984E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-37516N|refseq:NP_006561|uniprotkb:Q7L523,DIP-37515N|refseq:NP_071440|uniprotkb:Q9HB90,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-65521E,dip-quality-status:core,dip:0004(small scale)
DIP-6023N|uniprotkb:P08581,DIP-37535N|uniprotkb:P14210,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-65574E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-29664N|uniprotkb:Q9UPY3,DIP-29665N|uniprotkb:Q15633,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction),DIP-65916E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-37515N|refseq:NP_071440|uniprotkb:Q9HB90,DIP-37518N|uniprotkb:Q5VZM2,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-65523E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-37651N|refseq:NP_000916|uniprotkb:P11177,DIP-37652N|refseq:NP_000275|uniprotkb:P08559,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-65616E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-37821N|refseq:NP_033410|uniprotkb:Q60610,DIP-29260N|refseq:NP_008839|uniprotkb:P63000,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-65774E,dip-quality-status:core,dip:0004(small scale)
DIP-24270N|uniprotkb:O96017,DIP-29696N|refseq:NP_005021|uniprotkb:P53350,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0217(phosphorylation reaction),DIP-66079E,dip-quality-status:core,dip:0004(small scale)
DIP-38050N|uniprotkb:P49674,DIP-38051N|refseq:NP_073728|uniprotkb:O15055,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-66085E,dip-quality-status:core,dip:0004(small scale)
DIP-924N|uniprotkb:P25445,DIP-27628N|uniprotkb:Q9UER7,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-66244E,dip-quality-status:core,dip:0002(small scale)
DIP-24203N|refseq:NP_001202|uniprotkb:O60566,DIP-29655N|refseq:NP_001246|uniprotkb:Q12834,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-66307E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-32920N|refseq:NP_005181|uniprotkb:P24863,DIP-32595N|refseq:NP_001251|uniprotkb:P49336,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association),DIP-66328E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-36670N|refseq:NP_000098|uniprotkb:Q92466,DIP-430N|refseq:NP_001914|uniprotkb:Q16531,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-66432E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-33603N|uniprotkb:Q14676,DIP-31265N|refseq:NP_003949|uniprotkb:O76064,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-66434E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-33604N|refseq:NP_002096|uniprotkb:P16104,DIP-24261N|uniprotkb:P62988,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-66436E,dip-quality-status:core,dip:0004(small scale)
DIP-34443N|refseq:NP_003891|uniprotkb:Q13501,DIP-29760N|refseq:NP_073729|uniprotkb:Q9GZQ8,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-66448E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-34662N|uniprotkb:O15392,DIP-34530N|refseq:NP_004208|uniprotkb:Q96GD4,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0217(phosphorylation reaction)|MI:0915(physical association),DIP-66281E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-38218N|uniprotkb:Q14141,DIP-38220N|uniprotkb:Q15019,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-66149E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-29397N|uniprotkb:Q06190,DIP-38248N|refseq:NP_149110|uniprotkb:Q969G9,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-66181E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-35019N|refseq:NP_000305|uniprotkb:P60484,DIP-35019N|refseq:NP_000305|uniprotkb:P60484,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-66791E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-125N|uniprotkb:P10275,DIP-122N|uniprotkb:P35222,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-66514E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-476N|refseq:NP_000866|uniprotkb:P08069,DIP-476N|refseq:NP_000866|uniprotkb:P08069,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0195(covalent binding)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-66663E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-38642N|refseq:NP_149111|uniprotkb:Q969F2,DIP-5765N|refseq:NP_003227|uniprotkb:P01135,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-66678E,dip-quality-status:core,dip:0004(small scale)
DIP-27626N|uniprotkb:P98170,DIP-27626N|uniprotkb:P98170,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-66680E,dip-quality-status:core,dip:0004(small scale)
DIP-27527N|refseq:NP_001547|uniprotkb:O14920,DIP-27527N|refseq:NP_001547|uniprotkb:O14920,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0217(phosphorylation reaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-66783E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-24261N|uniprotkb:P62988,DIP-29815N|uniprotkb:P46934,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-66903E,dip-quality-status:core,dip:0004(small scale)
DIP-24261N|uniprotkb:P62988,DIP-33061N|refseq:NP_073576|uniprotkb:Q9HAU4,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-66906E,dip-quality-status:core,dip:0004(small scale)
DIP-31119N|uniprotkb:Q9Y2A7,DIP-38873N|uniprotkb:Q7L576,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0407(direct interaction),DIP-66914E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-33485N|refseq:NP_001157|uniprotkb:Q13490,DIP-33485N|refseq:NP_001157|uniprotkb:Q13490,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-66681E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-24227N|refseq:NP_005216|uniprotkb:Q01094,DIP-38N|refseq:NP_001609|uniprotkb:P09874,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-67438E,dip-quality-status:core,dip:0004(small scale)
DIP-39028N|refseq:NP_001035879|uniprotkb:Q8WXF1,DIP-29951N|refseq:NP_031389|uniprotkb:Q15233,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-67064E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-29200N|refseq:NP_005436|uniprotkb:Q9UQE7,DIP-35421N|uniprotkb:Q8WVM7,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-67091E,dip-quality-status:core,dip:0004(small scale)
DIP-35263N|refseq:NP_055971|uniprotkb:Q9UKL0,DIP-34641N|refseq:NP_055828|uniprotkb:O60341,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association),DIP-67186E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-34662N|uniprotkb:O15392,DIP-37995N|refseq:NP_060571|uniprotkb:Q53HL2,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association),DIP-67189E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-37995N|refseq:NP_060571|uniprotkb:Q53HL2,DIP-31304N|uniprotkb:Q9NQS7,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-67190E,dip-quality-status:core,dip:0004(small scale)
DIP-31304N|uniprotkb:Q9NQS7,DIP-34530N|refseq:NP_004208|uniprotkb:Q96GD4,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0217(phosphorylation reaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association),DIP-67193E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-368N|uniprotkb:P04637,DIP-27628N|uniprotkb:Q9UER7,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-67236E,dip-quality-status:core,dip:0004(small scale)
DIP-331N|uniprotkb:P36956,DIP-32908N|uniprotkb:Q96RN5,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association),DIP-67421E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-24367N|refseq:NP_499472|uniprotkb:Q9XX00,DIP-32908N|uniprotkb:Q96RN5,taxid:6239(Caenorhabditis elegans),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-67430E,dip-quality-status:core,dip:0004(small scale)
DIP-29200N|refseq:NP_005436|uniprotkb:Q9UQE7,DIP-35418N|uniprotkb:Q8N3U4,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-67090E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-29327N|refseq:NP_037506|uniprotkb:Q8WUM4,DIP-39082N|uniprotkb:Q9BY43,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-67239E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-31016N|uniprotkb:Q13153,DIP-31016N|uniprotkb:Q13153,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0217(phosphorylation reaction)|MI:0407(direct interaction),DIP-67276E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-638N|refseq:NP_001228|uniprotkb:P20248,DIP-33341N|refseq:NP_004055|uniprotkb:P46527,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-67460E,dip-quality-status:core,dip:0004(small scale)
DIP-24261N|uniprotkb:P62988,DIP-246N|uniprotkb:P38936,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-67949E,dip-quality-status:core,dip:0004(small scale)
DIP-39418N|refseq:NP_004085|uniprotkb:P05198,DIP-2657N|refseq:NP_002750|uniprotkb:P19525,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0217(phosphorylation reaction),DIP-67619E,dip-quality-status:core,dip:0004(small scale)
DIP-38014N|refseq:NP_002818|uniprotkb:P18031,DIP-480N|uniprotkb:P06213,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-67703E,dip-quality-status:core,dip:0004(small scale)
DIP-39687N|refseq:NP_006158|uniprotkb:Q99801,DIP-36356N|refseq:NP_003277|uniprotkb:P11387,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-67751E,dip-quality-status:core,dip:0004(small scale)
DIP-35477N|uniprotkb:Q9NZU7,DIP-29589N|uniprotkb:Q13936,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0915(physical association),DIP-67779E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-29589N|uniprotkb:Q13936,DIP-31794N|refseq:NP_001734|uniprotkb:P62158,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-67781E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-304N|refseq:NP_000203|uniprotkb:P05106,DIP-647N|refseq:NP_035732|uniprotkb:P26039,taxid:9606(Homo sapiens),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-67799E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-39618N|refseq:NP_036527|uniprotkb:O94921,DIP-246N|uniprotkb:P38936,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-67804E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-31734N|refseq:NP_001751|uniprotkb:P30281,DIP-39618N|refseq:NP_036527|uniprotkb:O94921,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-67805E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)
DIP-1043N|refseq:NP_000624|uniprotkb:P10415,DIP-38407N|uniprotkb:Q9C000,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-68123E,dip-quality-status:core,dip:0004(small scale)
DIP-38407N|uniprotkb:Q9C000,DIP-30916N|uniprotkb:Q07817,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-68125E,dip-quality-status:core,dip:0004(small scale)|dip:0004(small scale)
DIP-38407N|uniprotkb:Q9C000,DIP-175N|uniprotkb:P29466,taxid:9606(Homo sapiens),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-68126E,dip-quality-status:core,dip:0004(small scale)
