ID_interactor_A,ID_interactor_B,Taxid_interactor_A,Taxid_interactor_B,Interaction_type(s),Interaction_identifier(s),Confidence_value(s),Processing_Status
DIP-6047N|refseq:NP_000450|uniprotkb:Q02763,DIP-6051N|refseq:NP_033770|uniprotkb:O08538,taxid:9606(Homo sapiens),taxid:10090(Mus musculus),MI:0407(direct interaction),DIP-57074E,dip-quality-status:core,dip:0002(small scale)
DIP-29092N|refseq:NP_004243|uniprotkb:O14745,DIP-29091N|refseq:NP_033067|uniprotkb:P26043,taxid:9606(Homo sapiens),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57105E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29091N|refseq:NP_033067|uniprotkb:P26043,DIP-29093N|uniprotkb:Q15599,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57106E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29094N|refseq:NP_034624|uniprotkb:P35330,DIP-29091N|refseq:NP_033067|uniprotkb:P26043,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction),DIP-57107E,dip-quality-status:core,dip:0002(small scale)
DIP-29091N|refseq:NP_033067|uniprotkb:P26043,DIP-29096N|refseq:NP_034623|uniprotkb:P13597,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction),DIP-57108E,dip-quality-status:core,dip:0002(small scale)
DIP-29091N|refseq:NP_033067|uniprotkb:P26043,DIP-29097N|refseq:NP_035823|uniprotkb:P29533,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction),DIP-57109E,dip-quality-status:core,dip:0002(small scale)
DIP-29091N|refseq:NP_033067|uniprotkb:P26043,DIP-29095N|refseq:NP_033981|uniprotkb:P15379,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction),DIP-57110E,dip-quality-status:core,dip:0002(small scale)
DIP-29100N|uniprotkb:P61092,DIP-29101N|uniprotkb:Q27934,taxid:10090(Mus musculus),taxid:7227(Drosophila melanogaster),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57113E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29102N|uniprotkb:Q99LI8,DIP-29102N|uniprotkb:Q99LI8,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57114E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29102N|uniprotkb:Q99LI8,DIP-29066N|refseq:NP_035558|uniprotkb:P60879,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction),DIP-57115E,dip-quality-status:core,dip:0002(small scale)
DIP-29107N|refseq:NP_061220|uniprotkb:Q5EBH1,DIP-1050N|refseq:NP_005334|uniprotkb:P01112,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57120E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29106N|uniprotkb:P62834,DIP-29107N|refseq:NP_061220|uniprotkb:Q5EBH1,taxid:9606(Homo sapiens),taxid:10090(Mus musculus),MI:0407(direct interaction),DIP-57121E,dip-quality-status:core,dip:0002(small scale)
DIP-6238N|refseq:NP_033478|uniprotkb:P43488,DIP-6238N|refseq:NP_033478|uniprotkb:P43488,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction),DIP-57142E,dip-quality-status:core,dip:0002(small scale)
DIP-6238N|refseq:NP_033478|uniprotkb:P43488,DIP-3023N|refseq:NP_003317|uniprotkb:P23510,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57143E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-5782N|refseq:NP_034690|uniprotkb:Q00560,DIP-29137N|refseq:NP_031733|uniprotkb:O35718,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57147E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29169N|refseq:NP_705829|uniprotkb:Q8CIX8,DIP-29169N|refseq:NP_705829|uniprotkb:Q8CIX8,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0915(physical association),DIP-57175E,dip-quality-status:core,dip:0002(small scale)
DIP-29177N|uniprotkb:Q80YV3,DIP-29176N|refseq:NP_631973|uniprotkb:Q8R4I1,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0915(physical association),DIP-57186E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29177N|uniprotkb:Q80YV3,DIP-29180N|uniprotkb:Q9JHD2,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction),DIP-57187E,dip-quality-status:core,dip:0002(small scale)
DIP-29176N|refseq:NP_631973|uniprotkb:Q8R4I1,DIP-29179N|refseq:NP_848767|uniprotkb:Q8BU36,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction),DIP-57188E,dip-quality-status:core,dip:0002(small scale)
DIP-29182N|refseq:NP_112537|uniprotkb:Q99MI6,DIP-1065N|refseq:NP_033871|uniprotkb:P10417,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57189E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-29183N|refseq:NP_778200|uniprotkb:Q8BWF2,DIP-1065N|refseq:NP_033871|uniprotkb:P10417,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57190E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-328N,DIP-29182N|refseq:NP_112537|uniprotkb:Q99MI6,taxid:9606(Homo sapiens),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57191E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-328N,DIP-29183N|refseq:NP_778200|uniprotkb:Q8BWF2,taxid:9606(Homo sapiens),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57192E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-29182N|refseq:NP_112537|uniprotkb:Q99MI6,DIP-232N|uniprotkb:Q07812,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57193E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29183N|refseq:NP_778200|uniprotkb:Q8BWF2,DIP-232N|uniprotkb:Q07812,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57194E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-232N|uniprotkb:Q07812,DIP-29181N|refseq:NP_778155,taxid:9606(Homo sapiens),taxid:10090(Mus musculus),MI:0407(direct interaction),DIP-57195E,dip-quality-status:core,dip:0002(small scale)
DIP-935N|refseq:NP_001179|uniprotkb:Q16611,DIP-29182N|refseq:NP_112537|uniprotkb:Q99MI6,taxid:9606(Homo sapiens),taxid:10090(Mus musculus),MI:0407(direct interaction),DIP-57196E,dip-quality-status:core,dip:0002(small scale)
DIP-29183N|refseq:NP_778200|uniprotkb:Q8BWF2,DIP-935N|refseq:NP_001179|uniprotkb:Q16611,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-57197E,dip-quality-status:core,dip:0002(small scale)
DIP-29184N|uniprotkb:Q92934,DIP-29182N|refseq:NP_112537|uniprotkb:Q99MI6,taxid:9606(Homo sapiens),taxid:10090(Mus musculus),MI:0407(direct interaction),DIP-57198E,dip-quality-status:core,dip:0002(small scale)
DIP-29183N|refseq:NP_778200|uniprotkb:Q8BWF2,DIP-29184N|uniprotkb:Q92934,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-57199E,dip-quality-status:core,dip:0002(small scale)
DIP-29182N|refseq:NP_112537|uniprotkb:Q99MI6,DIP-29185N|uniprotkb:O43521,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-57200E,dip-quality-status:core,dip:0002(small scale)
DIP-29185N|uniprotkb:O43521,DIP-29183N|refseq:NP_778200|uniprotkb:Q8BWF2,taxid:9606(Homo sapiens),taxid:10090(Mus musculus),MI:0407(direct interaction),DIP-57201E,dip-quality-status:core,dip:0002(small scale)
DIP-29207N|refseq:NP_034418|uniprotkb:P23242,DIP-29206N|refseq:NP_034240|uniprotkb:P52795,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction),DIP-57226E,dip-quality-status:core,dip:0002(small scale)
DIP-29210N|refseq:NP_663379|uniprotkb:Q6B955,DIP-29209N|uniprotkb:Q3Y6S0,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57227E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-328N,DIP-29214N|uniprotkb:O54918,taxid:9606(Homo sapiens),taxid:10090(Mus musculus),MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association),DIP-57230E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-29217N|refseq:NP_067499|uniprotkb:Q99KQ4,DIP-29217N|refseq:NP_067499|uniprotkb:Q99KQ4,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57236E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-29230N|refseq:NP_033257|uniprotkb:Q62245,DIP-29229N|uniprotkb:P62993,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57245E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29247N|refseq:NP_081614|uniprotkb:Q91XD6,DIP-29049N|uniprotkb:P62990,taxid:10090(Mus musculus),taxid:9913(Bos taurus),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57270E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29271N|refseq:NP_659049|uniprotkb:Q8R1S4,DIP-29271N|refseq:NP_659049|uniprotkb:Q8R1S4,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57296E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29021N|uniprotkb:P68135,DIP-29271N|refseq:NP_659049|uniprotkb:Q8R1S4,taxid:9986(Oryctolagus cuniculus),taxid:10090(Mus musculus),MI:0407(direct interaction),DIP-57297E,dip-quality-status:core,dip:0002(small scale)
DIP-29274N|uniprotkb:P43686,DIP-29273N|refseq:NP_058579|uniprotkb:Q9Z2X2,taxid:9606(Homo sapiens),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57300E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-582N|refseq:NP_000312|uniprotkb:P06400,DIP-29273N|refseq:NP_058579|uniprotkb:Q9Z2X2,taxid:9606(Homo sapiens),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association),DIP-57301E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-29277N|refseq:NP_062637|uniprotkb:O88907,DIP-29275N|refseq:NP_035759|uniprotkb:Q505F1,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association),DIP-57303E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-29275N|refseq:NP_035759|uniprotkb:Q505F1,DIP-29276N|refseq:NP_035795|uniprotkb:P63280,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction),DIP-57304E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-29278N|refseq:NP_033486|uniprotkb:P63166,DIP-29275N|refseq:NP_035759|uniprotkb:Q505F1,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0915(physical association)|MI:0915(physical association)|MI:0195(covalent binding)|MI:0915(physical association)|MI:0915(physical association),DIP-57305E,dip-quality-status:core,dip:0002(small scale)|dip:0004(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0004(small scale)
DIP-29275N|refseq:NP_035759|uniprotkb:Q505F1,DIP-29279N|refseq:NP_032910|uniprotkb:Q60953,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0915(physical association)|MI:0915(physical association),DIP-57306E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29275N|refseq:NP_035759|uniprotkb:Q505F1,DIP-29280N|refseq:NP_775616|uniprotkb:Q8CBD1,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-57307E,dip-quality-status:core,dip:0002(small scale)|dip:0004(small scale)|dip:0002(small scale)
DIP-29275N|refseq:NP_035759|uniprotkb:Q505F1,DIP-29281N|refseq:NP_064389|uniprotkb:Q9JHD1,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-57308E,dip-quality-status:core,dip:0004(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-29318N|refseq:NP_032421|uniprotkb:Q8C863,DIP-29320N,taxid:10090(Mus musculus),taxid:-2(chemical synthesis),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-57378E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29318N|refseq:NP_032421|uniprotkb:Q8C863,DIP-29319N,taxid:10090(Mus musculus),taxid:-2(chemical synthesis),MI:0407(direct interaction),DIP-57379E,dip-quality-status:core,dip:0002(small scale)
DIP-29323N|refseq:NP_035735|uniprotkb:Q61033,DIP-29323N|refseq:NP_035735|uniprotkb:Q61033,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction),DIP-57382E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-29324N|refseq:NP_005550|uniprotkb:P25391,DIP-29323N|refseq:NP_035735|uniprotkb:Q61033,taxid:9606(Homo sapiens),taxid:10090(Mus musculus),MI:0407(direct interaction),DIP-57383E,dip-quality-status:core,dip:0002(small scale)
DIP-29326N|refseq:NP_032252|uniprotkb:O88703,DIP-29326N|refseq:NP_032252|uniprotkb:O88703,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction),DIP-57385E,dip-quality-status:core,dip:0002(small scale)
DIP-29399N|refseq:NP_031914|uniprotkb:Q60838,DIP-29399N|refseq:NP_031914|uniprotkb:Q60838,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-58772E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-29428N|uniprotkb:O56327,DIP-29429N|refseq:NP_058587|uniprotkb:Q76MZ3,taxid:10633(Simian virus 40),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-58802E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29176N|refseq:NP_631973|uniprotkb:Q8R4I1,DIP-29178N|refseq:NP_079855|uniprotkb:Q8VE65,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0915(physical association),DIP-58875E,dip-quality-status:core,dip:0002(small scale)
DIP-29180N|uniprotkb:Q9JHD2,DIP-29176N|refseq:NP_631973|uniprotkb:Q8R4I1,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0915(physical association),DIP-58876E,dip-quality-status:core,dip:0002(small scale)
DIP-29208N|refseq:NP_034241|uniprotkb:P52800,DIP-29206N|refseq:NP_034240|uniprotkb:P52795,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0915(physical association),DIP-58877E,dip-quality-status:core,dip:0002(small scale)
DIP-29207N|refseq:NP_034418|uniprotkb:P23242,DIP-29208N|refseq:NP_034241|uniprotkb:P52800,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0915(physical association),DIP-58878E,dip-quality-status:core,dip:0002(small scale)
DIP-5722N|uniprotkb:P15209,DIP-29353N|refseq:NP_031694|uniprotkb:P49615,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0915(physical association),DIP-58914E,dip-quality-status:core,dip:0002(small scale)
DIP-29353N|refseq:NP_031694|uniprotkb:P49615,DIP-29354N|refseq:NP_034001|uniprotkb:P61809,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0915(physical association)|MI:0915(physical association),DIP-58915E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-5722N|uniprotkb:P15209,DIP-29354N|refseq:NP_034001|uniprotkb:P61809,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0915(physical association),DIP-58918E,dip-quality-status:core,dip:0002(small scale)
DIP-29489N|uniprotkb:Q3UQN2,DIP-29489N|uniprotkb:Q3UQN2,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-58923E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-29523N|refseq:NP_068676|uniprotkb:Q921E6,DIP-29524N|refseq:NP_031997|uniprotkb:Q61188,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association),DIP-58948E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0004(small scale)
DIP-29534N|uniprotkb:Q8CBW3,DIP-29533N|refseq:NP_062644|uniprotkb:Q9Z207,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0915(physical association)|MI:0915(physical association),DIP-58956E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29535N|refseq:NP_700472|uniprotkb:Q8BH43,DIP-29534N|uniprotkb:Q8CBW3,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0915(physical association),DIP-58957E,dip-quality-status:core,dip:0002(small scale)
DIP-29553N|uniprotkb:Q9ERR1,DIP-29553N|uniprotkb:Q9ERR1,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-58966E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-29555N|uniprotkb:P63005,DIP-29553N|uniprotkb:Q9ERR1,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-58968E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29554N|refseq:NP_110435|uniprotkb:Q9GZM8,DIP-29555N|uniprotkb:P63005,taxid:9606(Homo sapiens),taxid:10090(Mus musculus),MI:0407(direct interaction),DIP-58969E,dip-quality-status:core,dip:0002(small scale)
DIP-29541N|uniprotkb:Q07813,DIP-328N,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-59059E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29542N|refseq:NP_034994|uniprotkb:Q99104,DIP-328N,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0915(physical association)|MI:0915(physical association),DIP-59060E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29546N|refseq:NP_071855|uniprotkb:Q8VDD5,DIP-328N,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-59061E,dip-quality-status:core,dip:0002(small scale)
DIP-29598N|refseq:NP_001008910|uniprotkb:O75716,DIP-29599N|refseq:NP_031905|uniprotkb:P32233,taxid:9606(Homo sapiens),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association),DIP-59080E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-29612N|refseq:NP_001012656|uniprotkb:Q5EE38,DIP-29608N|refseq:NP_598692|uniprotkb:Q91WC1,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0915(physical association)|MI:0915(physical association),DIP-59089E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29609N|refseq:NP_082646|uniprotkb:Q3TNS5,DIP-29612N|refseq:NP_001012656|uniprotkb:Q5EE38,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0915(physical association)|MI:0915(physical association),DIP-59090E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29612N|refseq:NP_001012656|uniprotkb:Q5EE38,DIP-29610N|refseq:NP_056265|uniprotkb:Q9NUX5,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-59091E,dip-quality-status:core,dip:0002(small scale)
DIP-29611N|refseq:NP_001075955|uniprotkb:Q96AP0,DIP-29608N|refseq:NP_598692|uniprotkb:Q91WC1,taxid:9606(Homo sapiens),taxid:10090(Mus musculus),MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-59092E,dip-quality-status:core,dip:0004(small scale)|dip:0002(small scale)|dip:0004(small scale)
DIP-29609N|refseq:NP_082646|uniprotkb:Q3TNS5,DIP-29611N|refseq:NP_001075955|uniprotkb:Q96AP0,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-59093E,dip-quality-status:core,dip:0002(small scale)
DIP-29618N|refseq:NP_066388|uniprotkb:P26361,DIP-29617N|refseq:NP_000483.3|uniprotkb:P13569-1,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-59099E,dip-quality-status:core,dip:0002(small scale)
DIP-29634N|refseq:NP_075550|uniprotkb:Q9ERG0,DIP-29635N|refseq:NP_033994|uniprotkb:P09803,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0915(physical association),DIP-59121E,dip-quality-status:core,dip:0002(small scale)
DIP-29634N|refseq:NP_075550|uniprotkb:Q9ERG0,DIP-122N|uniprotkb:P35222,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0915(physical association),DIP-59122E,dip-quality-status:core,dip:0002(small scale)
DIP-29636N|refseq:NP_001001615|uniprotkb:P10288,DIP-29637N|uniprotkb:Q9ERG0,taxid:9031(Gallus gallus),taxid:10090(Mus musculus),MI:0915(physical association),DIP-59123E,dip-quality-status:core,dip:0002(small scale)
DIP-29399N|refseq:NP_031914|uniprotkb:Q60838,DIP-29641N|refseq:NP_055807|uniprotkb:Q9Y4D1,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),DIP-59128E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-29663N|refseq:NP_899247|uniprotkb:Q7TS55,DIP-29663N|refseq:NP_899247|uniprotkb:Q7TS55,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),DIP-59150E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)
DIP-29663N|refseq:NP_899247|uniprotkb:Q7TS55,DIP-29666N|uniprotkb:O35714,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction),DIP-59152E,dip-quality-status:core,dip:0002(small scale)
DIP-29668N|uniprotkb:Q60FQ9,DIP-29669N|uniprotkb:P35235,taxid:210(Helicobacter pylori),taxid:10090(Mus musculus),MI:0915(physical association),DIP-59154E,dip-quality-status:core,dip:0002(small scale)
DIP-29680N|refseq:NP_035545|uniprotkb:P97469,DIP-222N|uniprotkb:P30561,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0915(physical association),DIP-59163E,dip-quality-status:core,dip:0002(small scale)
DIP-29702N|refseq:NP_942562|uniprotkb:Q69ZK9,DIP-29702N|refseq:NP_942562|uniprotkb:Q69ZK9,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction)|MI:0407(direct interaction),DIP-59179E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29713N|uniprotkb:P24468,DIP-29712N|refseq:NP_032117|uniprotkb:P23772,taxid:9606(Homo sapiens),taxid:10090(Mus musculus),MI:0915(physical association),DIP-59186E,dip-quality-status:core,dip:0002(small scale)
DIP-29721N|refseq:NP_683750|uniprotkb:Q8R418,DIP-29721N|refseq:NP_683750|uniprotkb:Q8R418,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0407(direct interaction),DIP-59192E,dip-quality-status:core,dip:0002(small scale)
DIP-29726N|refseq:NP_038725|uniprotkb:P07309,DIP-29727N,taxid:10090(Mus musculus),taxid:-2(chemical synthesis),MI:0407(direct interaction),DIP-59198E,dip-quality-status:core,dip:0002(small scale)
DIP-29729N|uniprotkb:Q12791,DIP-29728N|refseq:NP_033727|uniprotkb:Q6NXK8,taxid:9606(Homo sapiens),taxid:10090(Mus musculus),MI:0915(physical association)|MI:0915(physical association),DIP-59199E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29730N|refseq:NP_032824|uniprotkb:Q02242,DIP-29731N|refseq:NP_054862|uniprotkb:Q9NZQ7,taxid:10090(Mus musculus),taxid:9606(Homo sapiens),MI:0407(direct interaction),DIP-59200E,dip-quality-status:core,dip:0002(small scale)
DIP-29732N|refseq:NP_742160|uniprotkb:Q3UK10,DIP-29733N|refseq:NP_001003105|uniprotkb:Q9GKK5,taxid:10090(Mus musculus),taxid:9615(Canis familiaris),MI:0915(physical association),DIP-59201E,dip-quality-status:core,dip:0002(small scale)
DIP-29741N|uniprotkb:Q62172,DIP-29743N|uniprotkb:Q06A28,taxid:10090(Mus musculus),taxid:10366(Murid herpesvirus 1),MI:0915(physical association)|MI:0915(physical association),DIP-59208E,dip-quality-status:core,dip:0002(small scale)|dip:0002(small scale)
DIP-29742N|uniprotkb:P62991,DIP-29741N|uniprotkb:Q62172,taxid:10090(Mus musculus),taxid:10090(Mus musculus),MI:0915(physical association),DIP-59209E,dip-quality-status:core,dip:0002(small scale)
